CONTRACTOR/CARRIER	LOCALITY	HCPCS	RVU	GPCI	BASE RATE	URBAN BASE RATE / URBAN MILEAGE	RURAL BASE RATE / RURAL MILEAGE	RURAL BASE RATE / LOWEST QUARTILE	RURAL GROUND MILES 1-17*
01112	75	A0435	1.00	1.084	$8.93	$8.93	$13.40	n/a	$13.40
01112	75	A0436	1.00	1.084	$23.83	$23.83	$35.75	n/a	$35.75
01182	17	A0425	1.00	1.178	$7.47	$7.62	$7.69	n/a	$11.54
01182	17	A0426	1.20	1.178	$231.98	$319.32	$322.45	$395.32	n/a
01182	17	A0427	1.90	1.178	$231.98	$505.59	$510.55	$625.93	n/a
01182	17	A0428	1.00	1.178	$231.98	$266.10	$268.71	$329.44	n/a
01182	17	A0429	1.60	1.178	$231.98	$425.76	$429.94	$527.11	n/a
01182	17	A0430	1.00	1.178	"$3,147.91"	"$3,428.07"	"$5,142.11"	n/a	"$5,142.11"
01182	17	A0431	1.00	1.178	"$3,659.92"	"$3,985.65"	"$5,978.48"	n/a	"$5,978.48"
01182	17	A0432	1.75	1.178	$231.98	$465.68	$470.24	n/a	n/a
01182	17	A0433	2.75	1.178	$231.98	$731.78	$738.96	$905.96	n/a
01182	17	A0434	3.25	1.178	$231.98	$864.83	$873.31	"$1,070.68"	n/a
01182	17	A0435	1.00	1.178	$8.93	$8.93	$13.40	n/a	$13.40
01182	17	A0436	1.00	1.178	$23.83	$23.83	$35.75	n/a	$35.75
01182	18	A0425	1.00	1.176	$7.47	$7.62	$7.69	n/a	$11.54
01182	18	A0426	1.20	1.176	$231.98	$318.93	$322.05	$394.83	n/a
01182	18	A0427	1.90	1.176	$231.98	$504.97	$509.92	$625.16	n/a
01182	18	A0428	1.00	1.176	$231.98	$265.77	$268.38	$329.03	n/a
01182	18	A0429	1.60	1.176	$231.98	$425.23	$429.40	$526.44	n/a
01182	18	A0430	1.00	1.176	"$3,147.91"	"$3,424.93"	"$5,137.39"	n/a	"$5,137.39"
01182	18	A0431	1.00	1.176	"$3,659.92"	"$3,981.99"	"$5,972.99"	n/a	"$5,972.99"
01182	18	A0432	1.75	1.176	$231.98	$465.10	$469.66	n/a	n/a
01182	18	A0433	2.75	1.176	$231.98	$730.87	$738.04	$904.84	n/a
01182	18	A0434	3.25	1.176	$231.98	$863.76	$872.22	"$1,069.34"	n/a
01182	18	A0435	1.00	1.176	$8.93	$8.93	$13.40	n/a	$13.40
01182	18	A0436	1.00	1.176	$23.83	$23.83	$35.75	n/a	$35.75
01182	26	A0425	1.00	1.176	$7.47	$7.62	$7.69	n/a	$11.54
01182	26	A0426	1.20	1.176	$231.98	$318.93	$322.05	$394.83	n/a
01182	26	A0427	1.90	1.176	$231.98	$504.97	$509.92	$625.16	n/a
01182	26	A0428	1.00	1.176	$231.98	$265.77	$268.38	$329.03	n/a
01182	26	A0429	1.60	1.176	$231.98	$425.23	$429.40	$526.44	n/a
01182	26	A0430	1.00	1.176	"$3,147.91"	"$3,424.93"	"$5,137.39"	n/a	"$5,137.39"
01182	26	A0431	1.00	1.176	"$3,659.92"	"$3,981.99"	"$5,972.99"	n/a	"$5,972.99"
01182	26	A0432	1.75	1.176	$231.98	$465.10	$469.66	n/a	n/a
01182	26	A0433	2.75	1.176	$231.98	$730.87	$738.04	$904.84	n/a
01182	26	A0434	3.25	1.176	$231.98	$863.76	$872.22	"$1,069.34"	n/a
01182	26	A0435	1.00	1.176	$8.93	$8.93	$13.40	n/a	$13.40
01182	26	A0436	1.00	1.176	$23.83	$23.83	$35.75	n/a	$35.75
01182	71	A0425	1.00	1.084	$7.47	$7.62	$7.69	n/a	$11.54
01182	71	A0426	1.20	1.084	$231.98	$300.64	$303.59	$372.20	n/a
01182	71	A0427	1.90	1.084	$231.98	$476.01	$480.68	$589.31	n/a
01182	71	A0428	1.00	1.084	$231.98	$250.53	$252.99	$310.17	n/a
01182	71	A0429	1.60	1.084	$231.98	$400.85	$404.78	$496.26	n/a
01182	71	A0430	1.00	1.084	"$3,147.91"	"$3,280.12"	"$4,920.18"	n/a	"$4,920.18"
01182	71	A0431	1.00	1.084	"$3,659.92"	"$3,813.64"	"$5,720.45"	n/a	"$5,720.45"
01182	71	A0432	1.75	1.084	$231.98	$438.43	$442.73	n/a	n/a
01182	71	A0433	2.75	1.084	$231.98	$688.97	$695.72	$852.95	n/a
01182	71	A0434	3.25	1.084	$231.98	$814.23	$822.21	"$1,008.03"	n/a
01182	71	A0435	1.00	1.084	$8.93	$8.93	$13.40	n/a	$13.40
01182	71	A0436	1.00	1.084	$23.83	$23.83	$35.75	n/a	$35.75
01182	72	A0425	1.00	1.135	$7.47	$7.62	$7.69	n/a	$11.54
01182	72	A0426	1.20	1.135	$231.98	$310.78	$313.82	$384.74	n/a
01182	72	A0427	1.90	1.135	$231.98	$492.06	$496.89	$609.19	n/a
01182	72	A0428	1.00	1.135	$231.98	$258.98	$261.52	$320.62	n/a
01182	72	A0429	1.60	1.135	$231.98	$414.37	$418.43	$513.00	n/a
01182	72	A0430	1.00	1.135	"$3,147.91"	"$3,360.39"	"$5,040.59"	n/a	"$5,040.59"
01182	72	A0431	1.00	1.135	"$3,659.92"	"$3,906.96"	"$5,860.45"	n/a	"$5,860.45"
01182	72	A0432	1.75	1.135	$231.98	$453.22	$457.66	n/a	n/a
01182	72	A0433	2.75	1.135	$231.98	$712.20	$719.18	$881.71	n/a
01182	72	A0434	3.25	1.135	$231.98	$841.69	$849.94	"$1,042.03"	n/a
01182	72	A0435	1.00	1.135	$8.93	$8.93	$13.40	n/a	$13.40
01182	72	A0436	1.00	1.135	$23.83	$23.83	$35.75	n/a	$35.75
01182	73	A0425	1.00	1.087	$7.47	$7.62	$7.69	n/a	$11.54
01182	73	A0426	1.20	1.087	$231.98	$301.24	$304.19	$372.94	n/a
01182	73	A0427	1.90	1.087	$231.98	$476.96	$481.63	$590.48	n/a
01182	73	A0428	1.00	1.087	$231.98	$251.03	$253.49	$310.78	n/a
01182	73	A0429	1.60	1.087	$231.98	$401.65	$405.59	$497.25	n/a
01182	73	A0430	1.00	1.087	"$3,147.91"	"$3,284.84"	"$4,927.27"	n/a	"$4,927.27"
01182	73	A0431	1.00	1.087	"$3,659.92"	"$3,819.13"	"$5,728.69"	n/a	"$5,728.69"
01182	73	A0432	1.75	1.087	$231.98	$439.30	$443.61	n/a	n/a
01182	73	A0433	2.75	1.087	$231.98	$690.33	$697.10	$854.64	n/a
01182	73	A0434	3.25	1.087	$231.98	$815.85	$823.85	"$1,010.04"	n/a
01182	73	A0435	1.00	1.087	$8.93	$8.93	$13.40	n/a	$13.40
01182	73	A0436	1.00	1.087	$23.83	$23.83	$35.75	n/a	$35.75
01182	74	A0425	1.00	1.145	$7.47	$7.62	$7.69	n/a	$11.54
01182	74	A0426	1.20	1.145	$231.98	$312.76	$315.83	$387.21	n/a
01182	74	A0427	1.90	1.145	$231.98	$495.21	$500.06	$613.07	n/a
01182	74	A0428	1.00	1.145	$231.98	$260.64	$263.19	$322.67	n/a
01182	74	A0429	1.60	1.145	$231.98	$417.02	$421.11	$516.28	n/a
01182	74	A0430	1.00	1.145	"$3,147.91"	"$3,376.13"	"$5,064.20"	n/a	"$5,064.20"
01182	74	A0431	1.00	1.145	"$3,659.92"	"$3,925.26"	"$5,887.90"	n/a	"$5,887.90"
01182	74	A0432	1.75	1.145	$231.98	$456.11	$460.59	n/a	n/a
01182	74	A0433	2.75	1.145	$231.98	$716.75	$723.78	$887.35	n/a
01182	74	A0434	3.25	1.145	$231.98	$847.07	$855.37	"$1,048.68"	n/a
01182	74	A0435	1.00	1.145	$8.93	$8.93	$13.40	n/a	$13.40
01182	74	A0436	1.00	1.145	$23.83	$23.83	$35.75	n/a	$35.75
01212	01	A0425	1.00	1.144	$7.47	$7.62	$7.69	n/a	$11.54
01212	01	A0426	1.20	1.144	$231.98	$312.57	$315.63	$386.96	n/a
01212	01	A0427	1.90	1.144	$231.98	$494.89	$499.75	$612.69	n/a
01212	01	A0428	1.00	1.144	$231.98	$260.47	$263.02	$322.46	n/a
01212	01	A0429	1.60	1.144	$231.98	$416.75	$420.84	$515.95	n/a
01212	01	A0430	1.00	1.144	"$3,147.91"	"$3,374.56"	"$5,061.84"	n/a	"$5,061.84"
01212	01	A0431	1.00	1.144	"$3,659.92"	"$3,923.43"	"$5,885.15"	n/a	"$5,885.15"
01212	01	A0432	1.75	1.144	$231.98	$455.82	$460.29	n/a	n/a
01212	01	A0433	2.75	1.144	$231.98	$716.29	$723.32	$886.79	n/a
01212	01	A0434	3.25	1.144	$231.98	$846.53	$854.83	"$1,048.02"	n/a
01212	01	A0435	1.00	1.144	$8.93	$8.93	$13.40	n/a	$13.40
01212	01	A0436	1.00	1.144	$23.83	$23.83	$35.75	n/a	$35.75
01312	00	A0425	1.00	1.000	$7.47	$7.62	$7.69	n/a	$11.54
01312	00	A0426	1.20	1.000	$231.98	$283.94	$286.73	$351.53	n/a
01312	00	A0427	1.90	1.000	$231.98	$449.58	$453.98	$556.58	n/a
01312	00	A0428	1.00	1.000	$231.98	$236.62	$238.94	$292.94	n/a
01312	00	A0429	1.60	1.000	$231.98	$378.59	$382.30	$468.70	n/a
01312	00	A0430	1.00	1.000	"$3,147.91"	"$3,147.91"	"$4,721.87"	n/a	"$4,721.87"
01312	00	A0431	1.00	1.000	"$3,659.92"	"$3,659.92"	"$5,489.88"	n/a	"$5,489.88"
01312	00	A0432	1.75	1.000	$231.98	$414.08	$418.14	n/a	n/a
01312	00	A0433	2.75	1.000	$231.98	$650.70	$657.08	$805.58	n/a
01312	00	A0434	3.25	1.000	$231.98	$769.01	$776.55	$952.05	n/a
01312	00	A0435	1.00	1.000	$8.93	$8.93	$13.40	n/a	$13.40
01312	00	A0436	1.00	1.000	$23.83	$23.83	$35.75	n/a	$35.75
02102	01	A0425	1.00	1.118	$7.47	$7.62	$7.69	n/a	$11.54
02102	01	A0426	1.20	1.118	$231.98	$307.40	$310.41	$380.56	n/a
02102	01	A0427	1.90	1.118	$231.98	$486.71	$491.48	$602.55	n/a
02102	01	A0428	1.00	1.118	$231.98	$256.16	$258.68	$317.14	n/a
02102	01	A0429	1.60	1.118	$231.98	$409.86	$413.88	$507.42	n/a
02102	01	A0430	1.00	1.118	"$3,147.91"	"$3,333.64"	"$5,000.46"	n/a	"$5,000.46"
02102	01	A0431	1.00	1.118	"$3,659.92"	"$3,875.86"	"$5,813.78"	n/a	"$5,813.78"
02102	01	A0432	1.75	1.118	$231.98	$448.29	$452.68	n/a	n/a
02102	01	A0433	2.75	1.118	$231.98	$704.45	$711.36	$872.13	n/a
02102	01	A0434	3.25	1.118	$231.98	$832.53	$840.70	"$1,030.70"	n/a
02102	01	A0435	1.00	1.118	$8.93	$8.93	$13.40	n/a	$13.40
02102	01	A0436	1.00	1.118	$23.83	$23.83	$35.75	n/a	$35.75
02202	00	A0425	1.00	0.890	$7.47	$7.62	$7.69	n/a	$11.54
02202	00	A0426	1.20	0.890	$231.98	$262.08	$264.65	$324.46	n/a
02202	00	A0427	1.90	0.890	$231.98	$414.96	$419.03	$513.73	n/a
02202	00	A0428	1.00	0.890	$231.98	$218.40	$220.54	$270.38	n/a
02202	00	A0429	1.60	0.890	$231.98	$349.44	$352.87	$432.62	n/a
02202	00	A0430	1.00	0.890	"$3,147.91"	"$2,974.77"	"$4,462.16"	n/a	"$4,462.16"
02202	00	A0431	1.00	0.890	"$3,659.92"	"$3,458.62"	"$5,187.94"	n/a	"$5,187.94"
02202	00	A0432	1.75	0.890	$231.98	$382.20	$385.95	n/a	n/a
02202	00	A0433	2.75	0.890	$231.98	$600.60	$606.49	$743.56	n/a
02202	00	A0434	3.25	0.890	$231.98	$709.80	$716.76	$878.75	n/a
02202	00	A0435	1.00	0.890	$8.93	$8.93	$13.40	n/a	$13.40
02202	00	A0436	1.00	0.890	$23.83	$23.83	$35.75	n/a	$35.75
02302	01	A0425	1.00	1.059	$7.47	$7.62	$7.69	n/a	$11.54
02302	01	A0426	1.20	1.059	$231.98	$295.67	$298.57	$366.05	n/a
02302	01	A0427	1.90	1.059	$231.98	$468.14	$472.73	$579.57	n/a
02302	01	A0428	1.00	1.059	$231.98	$246.39	$248.81	$305.04	n/a
02302	01	A0429	1.60	1.059	$231.98	$394.23	$398.09	$488.06	n/a
02302	01	A0430	1.00	1.059	"$3,147.91"	"$3,240.77"	"$4,861.16"	n/a	"$4,861.16"
02302	01	A0431	1.00	1.059	"$3,659.92"	"$3,767.89"	"$5,651.83"	n/a	"$5,651.83"
02302	01	A0432	1.75	1.059	$231.98	$431.19	$435.41	n/a	n/a
02302	01	A0433	2.75	1.059	$231.98	$677.58	$684.22	$838.85	n/a
02302	01	A0434	3.25	1.059	$231.98	$800.77	$808.62	$991.37	n/a
02302	01	A0435	1.00	1.059	$8.93	$8.93	$13.40	n/a	$13.40
02302	01	A0436	1.00	1.059	$23.83	$23.83	$35.75	n/a	$35.75
02302	99	A0425	1.00	0.957	$7.47	$7.62	$7.69	n/a	$11.54
02302	99	A0426	1.20	0.957	$231.98	$275.40	$278.10	$340.95	n/a
02302	99	A0427	1.90	0.957	$231.98	$436.04	$440.32	$539.83	n/a
02302	99	A0428	1.00	0.957	$231.98	$229.50	$231.75	$284.13	n/a
02302	99	A0429	1.60	0.957	$231.98	$367.20	$370.80	$454.60	n/a
02302	99	A0430	1.00	0.957	"$3,147.91"	"$3,080.23"	"$4,620.34"	n/a	"$4,620.34"
02302	99	A0431	1.00	0.957	"$3,659.92"	"$3,581.23"	"$5,371.85"	n/a	"$5,371.85"
02302	99	A0432	1.75	0.957	$231.98	$401.62	$405.56	n/a	n/a
02302	99	A0433	2.75	0.957	$231.98	$631.12	$637.31	$781.34	n/a
02302	99	A0434	3.25	0.957	$231.98	$745.87	$753.18	$923.40	n/a
02302	99	A0435	1.00	0.957	$8.93	$8.93	$13.40	n/a	$13.40
02302	99	A0436	1.00	0.957	$23.83	$23.83	$35.75	n/a	$35.75
02402	02	A0425	1.00	1.170	$7.47	$7.62	$7.69	n/a	$11.54
02402	02	A0426	1.20	1.170	$231.98	$317.73	$320.85	$393.36	n/a
02402	02	A0427	1.90	1.170	$231.98	$503.08	$508.01	$622.82	n/a
02402	02	A0428	1.00	1.170	$231.98	$264.78	$267.37	$327.80	n/a
02402	02	A0429	1.60	1.170	$231.98	$423.64	$427.80	$524.48	n/a
02402	02	A0430	1.00	1.170	"$3,147.91"	"$3,415.48"	"$5,123.22"	n/a	"$5,123.22"
02402	02	A0431	1.00	1.170	"$3,659.92"	"$3,971.01"	"$5,956.52"	n/a	"$5,956.52"
02402	02	A0432	1.75	1.170	$231.98	$463.36	$467.90	n/a	n/a
02402	02	A0433	2.75	1.170	$231.98	$728.14	$735.28	$901.45	n/a
02402	02	A0434	3.25	1.170	$231.98	$860.53	$868.96	"$1,065.34"	n/a
02402	02	A0435	1.00	1.170	$8.93	$8.93	$13.40	n/a	$13.40
02402	02	A0436	1.00	1.170	$23.83	$23.83	$35.75	n/a	$35.75
02402	99	A0425	1.00	1.012	$7.47	$7.62	$7.69	n/a	$11.54
02402	99	A0426	1.20	1.012	$231.98	$286.33	$289.14	$354.49	n/a
02402	99	A0427	1.90	1.012	$231.98	$453.35	$457.80	$561.26	n/a
02402	99	A0428	1.00	1.012	$231.98	$238.61	$240.95	$295.40	n/a
02402	99	A0429	1.60	1.012	$231.98	$381.77	$385.51	$472.64	n/a
02402	99	A0430	1.00	1.012	"$3,147.91"	"$3,166.80"	"$4,750.20"	n/a	"$4,750.20"
02402	99	A0431	1.00	1.012	"$3,659.92"	"$3,681.88"	"$5,522.82"	n/a	"$5,522.82"
02402	99	A0432	1.75	1.012	$231.98	$417.56	$421.66	n/a	n/a
02402	99	A0433	2.75	1.012	$231.98	$656.17	$662.60	$812.35	n/a
02402	99	A0434	3.25	1.012	$231.98	$775.47	$783.08	$960.06	n/a
02402	99	A0435	1.00	1.012	$8.93	$8.93	$13.40	n/a	$13.40
02402	99	A0436	1.00	1.012	$23.83	$23.83	$35.75	n/a	$35.75
03102	00	A0425	1.00	0.961	$7.47	$7.62	$7.69	n/a	$11.54
03102	00	A0426	1.20	0.961	$231.98	$276.19	$278.90	$341.93	n/a
03102	00	A0427	1.90	0.961	$231.98	$437.30	$441.59	$541.39	n/a
03102	00	A0428	1.00	0.961	$231.98	$230.16	$232.42	$284.95	n/a
03102	00	A0429	1.60	0.961	$231.98	$368.26	$371.87	$455.91	n/a
03102	00	A0430	1.00	0.961	"$3,147.91"	"$3,086.53"	"$4,629.79"	n/a	"$4,629.79"
03102	00	A0431	1.00	0.961	"$3,659.92"	"$3,588.55"	"$5,382.83"	n/a	"$5,382.83"
03102	00	A0432	1.75	0.961	$231.98	$402.78	$406.73	n/a	n/a
03102	00	A0433	2.75	0.961	$231.98	$632.94	$639.14	$783.59	n/a
03102	00	A0434	3.25	0.961	$231.98	$748.02	$755.35	$926.06	n/a
03102	00	A0435	1.00	0.961	$8.93	$8.93	$13.40	n/a	$13.40
03102	00	A0436	1.00	0.961	$23.83	$23.83	$35.75	n/a	$35.75
03202	01	A0425	1.00	1.000	$7.47	$7.62	$7.69	n/a	$11.54
03202	01	A0426	1.20	1.000	$231.98	$283.94	$286.73	$351.53	n/a
03202	01	A0427	1.90	1.000	$231.98	$449.58	$453.98	$556.58	n/a
03202	01	A0428	1.00	1.000	$231.98	$236.62	$238.94	$292.94	n/a
03202	01	A0429	1.60	1.000	$231.98	$378.59	$382.30	$468.70	n/a
03202	01	A0430	1.00	1.000	"$3,147.91"	"$3,147.91"	"$4,721.87"	n/a	"$4,721.87"
03202	01	A0431	1.00	1.000	"$3,659.92"	"$3,659.92"	"$5,489.88"	n/a	"$5,489.88"
03202	01	A0432	1.75	1.000	$231.98	$414.08	$418.14	n/a	n/a
03202	01	A0433	2.75	1.000	$231.98	$650.70	$657.08	$805.58	n/a
03202	01	A0434	3.25	1.000	$231.98	$769.01	$776.55	$952.05	n/a
03202	01	A0435	1.00	1.000	$8.93	$8.93	$13.40	n/a	$13.40
03202	01	A0436	1.00	1.000	$23.83	$23.83	$35.75	n/a	$35.75
03302	01	A0425	1.00	1.000	$7.47	$7.62	$7.69	n/a	$11.54
03302	01	A0426	1.20	1.000	$231.98	$283.94	$286.73	$351.53	n/a
03302	01	A0427	1.90	1.000	$231.98	$449.58	$453.98	$556.58	n/a
03302	01	A0428	1.00	1.000	$231.98	$236.62	$238.94	$292.94	n/a
03302	01	A0429	1.60	1.000	$231.98	$378.59	$382.30	$468.70	n/a
03302	01	A0430	1.00	1.000	"$3,147.91"	"$3,147.91"	"$4,721.87"	n/a	"$4,721.87"
03302	01	A0431	1.00	1.000	"$3,659.92"	"$3,659.92"	"$5,489.88"	n/a	"$5,489.88"
03302	01	A0432	1.75	1.000	$231.98	$414.08	$418.14	n/a	n/a
03302	01	A0433	2.75	1.000	$231.98	$650.70	$657.08	$805.58	n/a
03302	01	A0434	3.25	1.000	$231.98	$769.01	$776.55	$952.05	n/a
03302	01	A0435	1.00	1.000	$8.93	$8.93	$13.40	n/a	$13.40
03302	01	A0436	1.00	1.000	$23.83	$23.83	$35.75	n/a	$35.75
03402	02	A0425	1.00	1.000	$7.47	$7.62	$7.69	n/a	$11.54
03402	02	A0426	1.20	1.000	$231.98	$283.94	$286.73	$351.53	n/a
03402	02	A0427	1.90	1.000	$231.98	$449.58	$453.98	$556.58	n/a
03402	02	A0428	1.00	1.000	$231.98	$236.62	$238.94	$292.94	n/a
03402	02	A0429	1.60	1.000	$231.98	$378.59	$382.30	$468.70	n/a
03402	02	A0430	1.00	1.000	"$3,147.91"	"$3,147.91"	"$4,721.87"	n/a	"$4,721.87"
03402	02	A0431	1.00	1.000	"$3,659.92"	"$3,659.92"	"$5,489.88"	n/a	"$5,489.88"
03402	02	A0432	1.75	1.000	$231.98	$414.08	$418.14	n/a	n/a
03402	02	A0433	2.75	1.000	$231.98	$650.70	$657.08	$805.58	n/a
03402	02	A0434	3.25	1.000	$231.98	$769.01	$776.55	$952.05	n/a
03402	02	A0435	1.00	1.000	$8.93	$8.93	$13.40	n/a	$13.40
03402	02	A0436	1.00	1.000	$23.83	$23.83	$35.75	n/a	$35.75
03502	09	A0425	1.00	0.923	$7.47	$7.62	$7.69	n/a	$11.54
03502	09	A0426	1.20	0.923	$231.98	$268.64	$271.27	$332.58	n/a
03502	09	A0427	1.90	0.923	$231.98	$425.35	$429.52	$526.59	n/a
03502	09	A0428	1.00	0.923	$231.98	$223.87	$226.06	$277.15	n/a
03502	09	A0429	1.60	0.923	$231.98	$358.19	$361.70	$443.44	n/a
03502	09	A0430	1.00	0.923	"$3,147.91"	"$3,026.72"	"$4,540.07"	n/a	"$4,540.07"
03502	09	A0431	1.00	0.923	"$3,659.92"	"$3,519.01"	"$5,278.52"	n/a	"$5,278.52"
03502	09	A0432	1.75	0.923	$231.98	$391.77	$395.61	n/a	n/a
03502	09	A0433	2.75	0.923	$231.98	$615.63	$621.67	$762.17	n/a
03502	09	A0434	3.25	0.923	$231.98	$727.56	$734.70	$900.74	n/a
03502	09	A0435	1.00	0.923	$8.93	$8.93	$13.40	n/a	$13.40
03502	09	A0436	1.00	0.923	$23.83	$23.83	$35.75	n/a	$35.75
03602	21	A0425	1.00	1.000	$7.47	$7.62	$7.69	n/a	$11.54
03602	21	A0426	1.20	1.000	$231.98	$283.94	$286.73	$351.53	n/a
03602	21	A0427	1.90	1.000	$231.98	$449.58	$453.98	$556.58	n/a
03602	21	A0428	1.00	1.000	$231.98	$236.62	$238.94	$292.94	n/a
03602	21	A0429	1.60	1.000	$231.98	$378.59	$382.30	$468.70	n/a
03602	21	A0430	1.00	1.000	"$3,147.91"	"$3,147.91"	"$4,721.87"	n/a	"$4,721.87"
03602	21	A0431	1.00	1.000	"$3,659.92"	"$3,659.92"	"$5,489.88"	n/a	"$5,489.88"
03602	21	A0432	1.75	1.000	$231.98	$414.08	$418.14	n/a	n/a
03602	21	A0433	2.75	1.000	$231.98	$650.70	$657.08	$805.58	n/a
03602	21	A0434	3.25	1.000	$231.98	$769.01	$776.55	$952.05	n/a
03602	21	A0435	1.00	1.000	$8.93	$8.93	$13.40	n/a	$13.40
03602	21	A0436	1.00	1.000	$23.83	$23.83	$35.75	n/a	$35.75
04112	01	A0425	1.00	1.033	$7.47	$7.62	$7.69	n/a	$11.54
04112	01	A0426	1.20	1.033	$231.98	$290.50	$293.35	$359.65	n/a
04112	01	A0427	1.90	1.033	$231.98	$459.96	$464.47	$569.44	n/a
04112	01	A0428	1.00	1.033	$231.98	$242.09	$244.46	$299.71	n/a
04112	01	A0429	1.60	1.033	$231.98	$387.34	$391.13	$479.53	n/a
04112	01	A0430	1.00	1.033	"$3,147.91"	"$3,199.85"	"$4,799.78"	n/a	"$4,799.78"
04112	01	A0431	1.00	1.033	"$3,659.92"	"$3,720.31"	"$5,580.46"	n/a	"$5,580.46"
04112	01	A0432	1.75	1.033	$231.98	$423.65	$427.80	n/a	n/a
04112	01	A0433	2.75	1.033	$231.98	$665.74	$672.26	$824.19	n/a
04112	01	A0434	3.25	1.033	$231.98	$786.78	$794.49	$974.04	n/a
04112	01	A0435	1.00	1.033	$8.93	$8.93	$13.40	n/a	$13.40
04112	01	A0436	1.00	1.033	$23.83	$23.83	$35.75	n/a	$35.75
04212	05	A0425	1.00	0.908	$7.47	$7.62	$7.69	n/a	$11.54
04212	05	A0426	1.20	0.908	$231.98	$265.66	$268.26	$328.89	n/a
04212	05	A0427	1.90	0.908	$231.98	$420.62	$424.75	$520.74	n/a
04212	05	A0428	1.00	0.908	$231.98	$221.38	$223.55	$274.07	n/a
04212	05	A0429	1.60	0.908	$231.98	$354.21	$357.68	$438.52	n/a
04212	05	A0430	1.00	0.908	"$3,147.91"	"$3,003.11"	"$4,504.66"	n/a	"$4,504.66"
04212	05	A0431	1.00	0.908	"$3,659.92"	"$3,491.56"	"$5,237.35"	n/a	"$5,237.35"
04212	05	A0432	1.75	0.908	$231.98	$387.42	$391.22	n/a	n/a
04212	05	A0433	2.75	0.908	$231.98	$608.80	$614.77	$753.71	n/a
04212	05	A0434	3.25	0.908	$231.98	$719.49	$726.54	$890.74	n/a
04212	05	A0435	1.00	0.908	$8.93	$8.93	$13.40	n/a	$13.40
04212	05	A0436	1.00	0.908	$23.83	$23.83	$35.75	n/a	$35.75
04312	00	A0425	1.00	0.886	$7.47	$7.62	$7.69	n/a	$11.54
04312	00	A0426	1.20	0.886	$231.98	$261.28	$263.85	$323.48	n/a
04312	00	A0427	1.90	0.886	$231.98	$413.70	$417.76	$512.17	n/a
04312	00	A0428	1.00	0.886	$231.98	$217.74	$219.87	$269.56	n/a
04312	00	A0429	1.60	0.886	$231.98	$348.38	$351.80	$431.31	n/a
04312	00	A0430	1.00	0.886	"$3,147.91"	"$2,968.48"	"$4,452.72"	n/a	"$4,452.72"
04312	00	A0431	1.00	0.886	"$3,659.92"	"$3,451.30"	"$5,176.96"	n/a	"$5,176.96"
04312	00	A0432	1.75	0.886	$231.98	$381.04	$384.78	n/a	n/a
04312	00	A0433	2.75	0.886	$231.98	$598.78	$604.65	$741.30	n/a
04312	00	A0434	3.25	0.886	$231.98	$707.65	$714.58	$876.08	n/a
04312	00	A0435	1.00	0.886	$8.93	$8.93	$13.40	n/a	$13.40
04312	00	A0436	1.00	0.886	$23.83	$23.83	$35.75	n/a	$35.75
04412	09	A0425	1.00	1.010	$7.47	$7.62	$7.69	n/a	$11.54
04412	09	A0426	1.20	1.010	$231.98	$285.93	$288.73	$353.98	n/a
04412	09	A0427	1.90	1.010	$231.98	$452.72	$457.16	$560.48	n/a
04412	09	A0428	1.00	1.010	$231.98	$238.28	$240.61	$294.99	n/a
04412	09	A0429	1.60	1.010	$231.98	$381.24	$384.98	$471.99	n/a
04412	09	A0430	1.00	1.010	"$3,147.91"	"$3,163.65"	"$4,745.47"	n/a	"$4,745.47"
04412	09	A0431	1.00	1.010	"$3,659.92"	"$3,678.22"	"$5,517.33"	n/a	"$5,517.33"
04412	09	A0432	1.75	1.010	$231.98	$416.98	$421.07	n/a	n/a
04412	09	A0433	2.75	1.010	$231.98	$655.26	$661.68	$811.22	n/a
04412	09	A0434	3.25	1.010	$231.98	$774.40	$781.99	$958.72	n/a
04412	09	A0435	1.00	1.010	$8.93	$8.93	$13.40	n/a	$13.40
04412	09	A0436	1.00	1.010	$23.83	$23.83	$35.75	n/a	$35.75
04412	11	A0425	1.00	1.020	$7.47	$7.62	$7.69	n/a	$11.54
04412	11	A0426	1.20	1.020	$231.98	$287.92	$290.74	$356.45	n/a
04412	11	A0427	1.90	1.020	$231.98	$455.87	$460.34	$564.38	n/a
04412	11	A0428	1.00	1.020	$231.98	$239.93	$242.28	$297.04	n/a
04412	11	A0429	1.60	1.020	$231.98	$383.89	$387.66	$475.27	n/a
04412	11	A0430	1.00	1.020	"$3,147.91"	"$3,179.39"	"$4,769.08"	n/a	"$4,769.08"
04412	11	A0431	1.00	1.020	"$3,659.92"	"$3,696.52"	"$5,544.78"	n/a	"$5,544.78"
04412	11	A0432	1.75	1.020	$231.98	$419.88	$424.00	n/a	n/a
04412	11	A0433	2.75	1.020	$231.98	$659.81	$666.28	$816.86	n/a
04412	11	A0434	3.25	1.020	$231.98	$779.78	$787.42	$965.38	n/a
04412	11	A0435	1.00	1.020	$8.93	$8.93	$13.40	n/a	$13.40
04412	11	A0436	1.00	1.020	$23.83	$23.83	$35.75	n/a	$35.75
04412	15	A0425	1.00	1.019	$7.47	$7.62	$7.69	n/a	$11.54
04412	15	A0426	1.20	1.019	$231.98	$287.72	$290.54	$356.20	n/a
04412	15	A0427	1.90	1.019	$231.98	$455.56	$460.02	$563.98	n/a
