CONTRACTOR/CARRIER	LOCALITY	HCPCS	RVU	GPCI	BASE RATE	URBAN BASE RATE / URBAN MILEAGE	RURAL BASE RATE / RURAL MILEAGE	RURAL BASE RATE / LOWEST QUARTILE	RURAL GROUND MILES 1-17*
01112	58	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	58	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	58	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	58	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	58	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	58	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	58	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	58	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	58	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	59	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	59	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	59	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	59	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	59	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	59	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	59	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	59	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	59	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	59	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	59	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	59	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	60	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	60	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	60	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	60	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	60	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	60	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	60	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	60	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	60	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	60	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	60	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	60	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	61	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	61	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	61	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	61	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	61	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	61	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	61	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	61	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	61	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	61	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	61	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	61	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	62	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	62	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	62	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	62	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	62	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	62	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	62	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	62	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	62	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	62	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	62	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	62	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	63	A0425	1.00	1.092	$7.40	$7.55	$7.62	n/a	$11.43
01112	63	A0426	1.20	1.092	$229.91	$299.53	$302.47	$370.83	n/a
01112	63	A0427	1.90	1.092	$229.91	$474.26	$478.91	$587.14	n/a
01112	63	A0428	1.00	1.092	$229.91	$249.61	$252.06	$309.03	n/a
01112	63	A0429	1.60	1.092	$229.91	$399.38	$403.29	$494.43	n/a
01112	63	A0430	1.00	1.092	"$3,119.83"	"$3,263.34"	"$4,895.01"	n/a	"$4,895.01"
01112	63	A0431	1.00	1.092	"$3,627.27"	"$3,794.12"	"$5,691.19"	n/a	"$5,691.19"
01112	63	A0432	1.75	1.092	$229.91	$436.82	$441.10	n/a	n/a
01112	63	A0433	2.75	1.092	$229.91	$686.43	$693.16	$849.81	n/a
01112	63	A0434	3.25	1.092	$229.91	$811.23	$819.19	"$1,004.33"	n/a
01112	63	A0435	1.00	1.092	$8.85	$8.85	$13.28	n/a	$13.28
01112	63	A0436	1.00	1.092	$23.62	$23.62	$35.43	n/a	$35.43
01112	64	A0425	1.00	1.101	$7.40	$7.55	$7.62	n/a	$11.43
01112	64	A0426	1.20	1.101	$229.91	$301.31	$304.26	$373.02	n/a
01112	64	A0427	1.90	1.101	$229.91	$477.07	$481.74	$590.61	n/a
01112	64	A0428	1.00	1.101	$229.91	$251.09	$253.55	$310.85	n/a
01112	64	A0429	1.60	1.101	$229.91	$401.74	$405.68	$497.36	n/a
01112	64	A0430	1.00	1.101	"$3,119.83"	"$3,277.38"	"$4,916.07"	n/a	"$4,916.07"
01112	64	A0431	1.00	1.101	"$3,627.27"	"$3,810.45"	"$5,715.67"	n/a	"$5,715.67"
01112	64	A0432	1.75	1.101	$229.91	$439.40	$443.71	n/a	n/a
01112	64	A0433	2.75	1.101	$229.91	$690.49	$697.26	$854.84	n/a
01112	64	A0434	3.25	1.101	$229.91	$816.04	$824.04	"$1,010.27"	n/a
01112	64	A0435	1.00	1.101	$8.85	$8.85	$13.28	n/a	$13.28
01112	64	A0436	1.00	1.101	$23.62	$23.62	$35.43	n/a	$35.43
01112	65	A0425	1.00	1.214	$7.40	$7.55	$7.62	n/a	$11.43
01112	65	A0426	1.20	1.214	$229.91	$323.57	$326.74	$400.58	n/a
01112	65	A0427	1.90	1.214	$229.91	$512.31	$517.33	$634.25	n/a
01112	65	A0428	1.00	1.214	$229.91	$269.64	$272.28	$333.82	n/a
01112	65	A0429	1.60	1.214	$229.91	$431.42	$435.65	$534.11	n/a
01112	65	A0430	1.00	1.214	"$3,119.83"	"$3,453.65"	"$5,180.48"	n/a	"$5,180.48"
01112	65	A0431	1.00	1.214	"$3,627.27"	"$4,015.39"	"$6,023.08"	n/a	"$6,023.08"
01112	65	A0432	1.75	1.214	$229.91	$471.87	$476.49	n/a	n/a
01112	65	A0433	2.75	1.214	$229.91	$741.50	$748.77	$917.99	n/a
01112	65	A0434	3.25	1.214	$229.91	$876.32	$884.91	"$1,084.90"	n/a
01112	65	A0435	1.00	1.214	$8.85	$8.85	$13.28	n/a	$13.28
01112	65	A0436	1.00	1.214	$23.62	$23.62	$35.43	n/a	$35.43
01112	66	A0425	1.00	1.161	$7.40	$7.55	$7.62	n/a	$11.43
01112	66	A0426	1.20	1.161	$229.91	$313.12	$316.19	$387.65	n/a
01112	66	A0427	1.90	1.161	$229.91	$495.78	$500.64	$613.78	n/a
01112	66	A0428	1.00	1.161	$229.91	$260.94	$263.50	$323.05	n/a
01112	66	A0429	1.60	1.161	$229.91	$417.50	$421.59	$516.87	n/a
01112	66	A0430	1.00	1.161	"$3,119.83"	"$3,370.98"	"$5,056.46"	n/a	"$5,056.46"
01112	66	A0431	1.00	1.161	"$3,627.27"	"$3,919.27"	"$5,878.90"	n/a	"$5,878.90"
01112	66	A0432	1.75	1.161	$229.91	$456.64	$461.12	n/a	n/a
01112	66	A0433	2.75	1.161	$229.91	$717.58	$724.61	$888.37	n/a
01112	66	A0434	3.25	1.161	$229.91	$848.05	$856.36	"$1,049.90"	n/a
01112	66	A0435	1.00	1.161	$8.85	$8.85	$13.28	n/a	$13.28
01112	66	A0436	1.00	1.161	$23.62	$23.62	$35.43	n/a	$35.43
01112	67	A0425	1.00	1.130	$7.40	$7.55	$7.62	n/a	$11.43
01112	67	A0426	1.20	1.130	$229.91	$307.02	$310.03	$380.10	n/a
01112	67	A0427	1.90	1.130	$229.91	$486.11	$490.88	$601.82	n/a
01112	67	A0428	1.00	1.130	$229.91	$255.85	$258.36	$316.75	n/a
01112	67	A0429	1.60	1.130	$229.91	$409.36	$413.37	$506.79	n/a
01112	67	A0430	1.00	1.130	"$3,119.83"	"$3,322.62"	"$4,983.93"	n/a	"$4,983.93"
01112	67	A0431	1.00	1.130	"$3,627.27"	"$3,863.04"	"$5,794.56"	n/a	"$5,794.56"
01112	67	A0432	1.75	1.130	$229.91	$447.73	$452.12	n/a	n/a
01112	67	A0433	2.75	1.130	$229.91	$703.58	$710.48	$871.05	n/a
01112	67	A0434	3.25	1.130	$229.91	$831.51	$839.66	"$1,029.42"	n/a
01112	67	A0435	1.00	1.130	$8.85	$8.85	$13.28	n/a	$13.28
01112	67	A0436	1.00	1.130	$23.62	$23.62	$35.43	n/a	$35.43
01112	68	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	68	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	68	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	68	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	68	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	68	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	68	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	68	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	68	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	68	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	68	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	68	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	69	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	69	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	69	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	69	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	69	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	69	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	69	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	69	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	69	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	69	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	69	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	69	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	70	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	70	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	70	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	70	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	70	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	70	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	70	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	70	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	70	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	70	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	70	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	70	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01112	75	A0425	1.00	1.074	$7.40	$7.55	$7.62	n/a	$11.43
01112	75	A0426	1.20	1.074	$229.91	$295.99	$298.89	$366.44	n/a
01112	75	A0427	1.90	1.074	$229.91	$468.65	$473.24	$580.19	n/a
01112	75	A0428	1.00	1.074	$229.91	$246.66	$249.07	$305.36	n/a
01112	75	A0429	1.60	1.074	$229.91	$394.65	$398.52	$488.59	n/a
01112	75	A0430	1.00	1.074	"$3,119.83"	"$3,235.26"	"$4,852.90"	n/a	"$4,852.90"
01112	75	A0431	1.00	1.074	"$3,627.27"	"$3,761.48"	"$5,642.22"	n/a	"$5,642.22"
01112	75	A0432	1.75	1.074	$229.91	$431.65	$435.88	n/a	n/a
01112	75	A0433	2.75	1.074	$229.91	$678.30	$684.95	$839.75	n/a
01112	75	A0434	3.25	1.074	$229.91	$801.63	$809.49	$992.43	n/a
01112	75	A0435	1.00	1.074	$8.85	$8.85	$13.28	n/a	$13.28
01112	75	A0436	1.00	1.074	$23.62	$23.62	$35.43	n/a	$35.43
01182	17	A0425	1.00	1.176	$7.40	$7.55	$7.62	n/a	$11.43
01182	17	A0426	1.20	1.176	$229.91	$316.08	$319.18	$391.31	n/a
01182	17	A0427	1.90	1.176	$229.91	$500.46	$505.37	$619.58	n/a
01182	17	A0428	1.00	1.176	$229.91	$263.40	$265.98	$326.09	n/a
01182	17	A0429	1.60	1.176	$229.91	$421.44	$425.57	$521.75	n/a
01182	17	A0430	1.00	1.176	"$3,119.83"	"$3,394.38"	"$5,091.56"	n/a	"$5,091.56"
01182	17	A0431	1.00	1.176	"$3,627.27"	"$3,946.47"	"$5,919.70"	n/a	"$5,919.70"
01182	17	A0432	1.75	1.176	$229.91	$460.95	$465.47	n/a	n/a
01182	17	A0433	2.75	1.176	$229.91	$724.35	$731.45	$896.76	n/a
01182	17	A0434	3.25	1.176	$229.91	$856.05	$864.44	"$1,059.80"	n/a
01182	17	A0435	1.00	1.176	$8.85	$8.85	$13.28	n/a	$13.28
01182	17	A0436	1.00	1.176	$23.62	$23.62	$35.43	n/a	$35.43
01182	18	A0425	1.00	1.177	$7.40	$7.55	$7.62	n/a	$11.43
01182	18	A0426	1.20	1.177	$229.91	$316.28	$319.38	$391.56	n/a
