(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) BASE RATE	(5) RVU	(6) GPCI	(7)(a) URBAN BASE RATE / URBAN MILEAGE	(7)(b) RURAL BASE RATE / RURAL MILEAGE	(7c) RURAL BASE RATE / LOWEST QUARTILE	(8) RURAL  GROUND MILES 1-17*
01182	18	A0430	3007.57	1.00	1.161	"$3,249.68"	"$4,874.52"	n/a	"$4,874.52"
01182	18	A0431	3496.75	1.00	1.161	"$3,778.24"	"$5,667.36"	n/a	"$5,667.36"
01182	18	A0432	221.63	1.75	1.161	$440.19	$444.51	n/a	n/a
01182	18	A0433	221.63	2.75	1.161	$691.73	$698.52	$856.38	n/a
01182	18	A0434	221.63	3.25	1.161	$817.50	$825.52	"$1,012.09"	n/a
01182	18	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
01182	18	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Southern California (cont'd)									
01182	26	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
01182	26	A0426	221.63	1.20	1.216	$312.29	$315.35	$386.62	n/a
01182	26	A0427	221.63	1.90	1.216	$494.46	$499.31	$612.15	n/a
01182	26	A0428	221.63	1.00	1.216	$260.24	$262.79	$322.19	n/a
01182	26	A0429	221.63	1.60	1.216	$416.39	$420.47	$515.50	n/a
01182	26	A0430	3007.57	1.00	1.216	"$3,332.39"	"$4,998.58"	n/a	"$4,998.58"
01182	26	A0431	3496.75	1.00	1.216	"$3,874.40"	"$5,811.60"	n/a	"$5,811.60"
01182	26	A0432	221.63	1.75	1.216	$455.43	$459.89	n/a	n/a
01182	26	A0433	221.63	2.75	1.216	$715.67	$722.69	$886.01	n/a
01182	26	A0434	221.63	3.25	1.216	$845.79	$854.08	"$1,047.11"	n/a
01182	26	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
01182	26	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
01182	99	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
01182	99	A0426	221.63	1.20	1.083	$287.04	$289.85	$355.36	n/a
01182	99	A0427	221.63	1.90	1.083	$454.47	$458.93	$562.65	n/a
01182	99	A0428	221.63	1.00	1.083	$239.20	$241.54	$296.13	n/a
01182	99	A0429	221.63	1.60	1.083	$382.71	$386.47	$473.81	n/a
01182	99	A0430	3007.57	1.00	1.083	"$3,132.38"	"$4,698.58"	n/a	"$4,698.58"
01182	99	A0431	3496.75	1.00	1.083	"$3,641.87"	"$5,462.80"	n/a	"$5,462.80"
01182	99	A0432	221.63	1.75	1.083	$418.59	$422.70	n/a	n/a
01182	99	A0433	221.63	2.75	1.083	$657.79	$664.24	$814.36	n/a
01182	99	A0434	221.63	3.25	1.083	$777.39	$785.01	$962.42	n/a
01182	99	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
01182	99	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Hawaii / Guam									
01212	01	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
01212	01	A0426	221.63	1.20	1.162	$302.04	$305.00	$373.93	n/a
01212	01	A0427	221.63	1.90	1.162	$478.23	$482.91	$592.05	n/a
01212	01	A0428	221.63	1.00	1.162	$251.70	$254.17	$311.61	n/a
01212	01	A0429	221.63	1.60	1.162	$402.72	$406.67	$498.57	n/a
01212	01	A0430	3007.57	1.00	1.162	"$3,251.18"	"$4,876.77"	n/a	"$4,876.77"
01212	01	A0431	3496.75	1.00	1.162	"$3,779.99"	"$5,669.98"	n/a	"$5,669.98"
01212	01	A0432	221.63	1.75	1.162	$440.47	$444.79	n/a	n/a
01212	01	A0433	221.63	2.75	1.162	$692.17	$698.96	$856.92	n/a
01212	01	A0434	221.63	3.25	1.162	$818.02	$826.04	"$1,012.72"	n/a
01212	01	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
01212	01	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Nevada									
01312	00	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
01312	00	A0426	221.63	1.20	1.051	$280.96	$283.71	$347.83	n/a
01312	00	A0427	221.63	1.90	1.051	$444.85	$449.21	$550.74	n/a
01312	00	A0428	221.63	1.00	1.051	$234.13	$236.43	$289.86	n/a
01312	00	A0429	221.63	1.60	1.051	$374.61	$378.29	$463.78	n/a
01312	00	A0430	3007.57	1.00	1.051	"$3,084.26"	"$4,626.39"	n/a	"$4,626.39"
01312	00	A0431	3496.75	1.00	1.051	"$3,585.92"	"$5,378.88"	n/a	"$5,378.88"
01312	00	A0432	221.63	1.75	1.051	$409.73	$413.75	n/a	n/a
01312	00	A0433	221.63	2.75	1.051	$643.87	$650.18	$797.12	n/a
01312	00	A0434	221.63	3.25	1.051	$760.93	$768.39	$942.05	n/a
01312	00	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
01312	00	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Alaska									
02102	01	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
02102	01	A0426	221.63	1.20	1.107	$291.59	$294.45	$361.00	n/a
02102	01	A0427	221.63	1.90	1.107	$461.69	$466.22	$571.58	n/a
02102	01	A0428	221.63	1.00	1.107	$242.99	$245.38	$300.83	n/a
02102	01	A0429	221.63	1.60	1.107	$388.79	$392.60	$481.33	n/a
02102	01	A0430	3007.57	1.00	1.107	"$3,168.47"	"$4,752.71"	n/a	"$4,752.71"
02102	01	A0431	3496.75	1.00	1.107	"$3,683.83"	"$5,525.74"	n/a	"$5,525.74"
02102	01	A0432	221.63	1.75	1.107	$425.24	$429.41	n/a	n/a
02102	01	A0433	221.63	2.75	1.107	$668.24	$674.79	$827.29	n/a
02102	01	A0434	221.63	3.25	1.107	$789.73	$797.48	$977.70	n/a
02102	01	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
02102	01	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Idaho									
02202	00	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
02202	00	A0426	221.63	1.20	0.898	$251.91	$254.38	$311.86	n/a
02202	00	A0427	221.63	1.90	0.898	$398.85	$402.76	$493.79	n/a
02202	00	A0428	221.63	1.00	0.898	$209.92	$211.98	$259.89	n/a
02202	00	A0429	221.63	1.60	0.898	$335.87	$339.17	$415.82	n/a
02202	00	A0430	3007.57	1.00	0.898	"$2,854.18"	"$4,281.28"	n/a	"$4,281.28"
02202	00	A0431	3496.75	1.00	0.898	"$3,318.42"	"$4,977.62"	n/a	"$4,977.62"
02202	00	A0432	221.63	1.75	0.898	$367.36	$370.96	n/a	n/a
02202	00	A0433	221.63	2.75	0.898	$577.28	$582.94	$714.69	n/a
02202	00	A0434	221.63	3.25	0.898	$682.25	$688.93	$844.63	n/a
02202	00	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
02202	00	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Oregon									
02302	01	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
02302	01	A0426	221.63	1.20	1.049	$280.58	$283.33	$347.36	n/a
02302	01	A0427	221.63	1.90	1.049	$444.25	$448.61	$549.99	n/a
02302	01	A0428	221.63	1.00	1.049	$233.82	$236.11	$289.47	n/a
02302	01	A0429	221.63	1.60	1.049	$374.11	$377.77	$463.15	n/a
02302	01	A0430	3007.57	1.00	1.049	"$3,081.26"	"$4,621.88"	n/a	"$4,621.88"
02302	01	A0431	3496.75	1.00	1.049	"$3,582.42"	"$5,373.63"	n/a	"$5,373.63"
02302	01	A0432	221.63	1.75	1.049	$409.18	$413.19	n/a	n/a
02302	01	A0433	221.63	2.75	1.049	$643.00	$649.30	$796.04	n/a
02302	01	A0434	221.63	3.25	1.049	$759.90	$767.35	$940.78	n/a
02302	01	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
02302	01	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
02302	99	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
02302	99	A0426	221.63	1.20	0.967	$265.01	$267.61	$328.09	n/a
02302	99	A0427	221.63	1.90	0.967	$419.60	$423.71	$519.47	n/a
02302	99	A0428	221.63	1.00	0.967	$220.84	$223.01	$273.40	n/a
02302	99	A0429	221.63	1.60	0.967	$353.34	$356.81	$437.45	n/a
02302	99	A0430	3007.57	1.00	0.967	"$2,957.95"	"$4,436.92"	n/a	"$4,436.92"
02302	99	A0431	3496.75	1.00	0.967	"$3,439.05"	"$5,158.58"	n/a	"$5,158.58"
02302	99	A0432	221.63	1.75	0.967	$386.47	$390.26	n/a	n/a
02302	99	A0433	221.63	2.75	0.967	$607.31	$613.27	$751.86	n/a
02302	99	A0434	221.63	3.25	0.967	$717.73	$724.77	$888.57	n/a
02302	99	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
02302	99	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Washington									
02402	02	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
02402	02	A0426	221.63	1.20	1.155	$300.71	$303.66	$372.28	n/a
02402	02	A0427	221.63	1.90	1.155	$476.12	$480.79	$589.45	n/a
02402	02	A0428	221.63	1.00	1.155	$250.59	$253.05	$310.24	n/a
02402	02	A0429	221.63	1.60	1.155	$400.94	$404.88	$496.38	n/a
02402	02	A0430	3007.57	1.00	1.155	"$3,240.66"	"$4,860.99"	n/a	"$4,860.99"
02402	02	A0431	3496.75	1.00	1.155	"$3,767.75"	"$5,651.62"	n/a	"$5,651.62"
02402	02	A0432	221.63	1.75	1.155	$438.53	$442.83	n/a	n/a
02402	02	A0433	221.63	2.75	1.155	$689.12	$695.88	$853.15	n/a
02402	02	A0434	221.63	3.25	1.155	$814.42	$822.40	"$1,008.27"	n/a
02402	02	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
02402	02	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
02402	99	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
02402	99	A0426	221.63	1.20	1.015	$274.12	$276.81	$339.37	n/a
02402	99	A0427	221.63	1.90	1.015	$434.03	$438.28	$537.34	n/a
02402	99	A0428	221.63	1.00	1.015	$228.44	$230.68	$282.81	n/a
02402	99	A0429	221.63	1.60	1.015	$365.50	$369.08	$452.49	n/a
02402	99	A0430	3007.57	1.00	1.015	"$3,030.13"	"$4,545.19"	n/a	"$4,545.19"
02402	99	A0431	3496.75	1.00	1.015	"$3,522.98"	"$5,284.46"	n/a	"$5,284.46"
02402	99	A0432	221.63	1.75	1.015	$399.76	$403.68	n/a	n/a
02402	99	A0433	221.63	2.75	1.015	$628.20	$634.36	$777.72	n/a
02402	99	A0434	221.63	3.25	1.015	$742.42	$749.70	$919.13	n/a
02402	99	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
02402	99	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Arizona									
03102	00	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
03102	00	A0426	221.63	1.20	1.000	$271.28	$273.93	$335.84	n/a
03102	00	A0427	221.63	1.90	1.000	$429.52	$433.73	$531.75	n/a
03102	00	A0428	221.63	1.00	1.000	$226.06	$228.28	$279.87	n/a
03102	00	A0429	221.63	1.60	1.000	$361.70	$365.25	$447.79	n/a
03102	00	A0430	3007.57	1.00	1.000	"$3,007.57"	"$4,511.36"	n/a	"$4,511.36"
03102	00	A0431	3496.75	1.00	1.000	"$3,496.75"	"$5,245.13"	n/a	"$5,245.13"
03102	00	A0432	221.63	1.75	1.000	$395.61	$399.49	n/a	n/a
03102	00	A0433	221.63	2.75	1.000	$621.67	$627.77	$769.64	n/a
03102	00	A0434	221.63	3.25	1.000	$734.70	$741.91	$909.58	n/a
03102	00	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
03102	00	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Montana									
03202	01	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
03202	01	A0426	221.63	1.20	1.000	$271.28	$273.93	$335.84	n/a
03202	01	A0427	221.63	1.90	1.000	$429.52	$433.73	$531.75	n/a
03202	01	A0428	221.63	1.00	1.000	$226.06	$228.28	$279.87	n/a
03202	01	A0429	221.63	1.60	1.000	$361.70	$365.25	$447.79	n/a
03202	01	A0430	3007.57	1.00	1.000	"$3,007.57"	"$4,511.36"	n/a	"$4,511.36"
03202	01	A0431	3496.75	1.00	1.000	"$3,496.75"	"$5,245.13"	n/a	"$5,245.13"
03202	01	A0432	221.63	1.75	1.000	$395.61	$399.49	n/a	n/a
03202	01	A0433	221.63	2.75	1.000	$621.67	$627.77	$769.64	n/a
03202	01	A0434	221.63	3.25	1.000	$734.70	$741.91	$909.58	n/a
03202	01	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
03202	01	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
North Dakota									
03302	01	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
03302	01	A0426	221.63	1.20	1.000	$271.28	$273.93	$335.84	n/a
03302	01	A0427	221.63	1.90	1.000	$429.52	$433.73	$531.75	n/a
03302	01	A0428	221.63	1.00	1.000	$226.06	$228.28	$279.87	n/a
03302	01	A0429	221.63	1.60	1.000	$361.70	$365.25	$447.79	n/a
03302	01	A0430	3007.57	1.00	1.000	"$3,007.57"	"$4,511.36"	n/a	"$4,511.36"
03302	01	A0431	3496.75	1.00	1.000	"$3,496.75"	"$5,245.13"	n/a	"$5,245.13"
03302	01	A0432	221.63	1.75	1.000	$395.61	$399.49	n/a	n/a
03302	01	A0433	221.63	2.75	1.000	$621.67	$627.77	$769.64	n/a
03302	01	A0434	221.63	3.25	1.000	$734.70	$741.91	$909.58	n/a
03302	01	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
03302	01	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
South Dakota									
03402	02	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
03402	02	A0426	221.63	1.20	1.000	$271.28	$273.93	$335.84	n/a
03402	02	A0427	221.63	1.90	1.000	$429.52	$433.73	$531.75	n/a
03402	02	A0428	221.63	1.00	1.000	$226.06	$228.28	$279.87	n/a
03402	02	A0429	221.63	1.60	1.000	$361.70	$365.25	$447.79	n/a
03402	02	A0430	3007.57	1.00	1.000	"$3,007.57"	"$4,511.36"	n/a	"$4,511.36"
03402	02	A0431	3496.75	1.00	1.000	"$3,496.75"	"$5,245.13"	n/a	"$5,245.13"
03402	02	A0432	221.63	1.75	1.000	$395.61	$399.49	n/a	n/a
03402	02	A0433	221.63	2.75	1.000	$621.67	$627.77	$769.64	n/a
03402	02	A0434	221.63	3.25	1.000	$734.70	$741.91	$909.58	n/a
03402	02	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
03402	02	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Utah									
03502	09	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
03502	09	A0426	221.63	1.20	0.922	$256.46	$258.98	$317.51	n/a
03502	09	A0427	221.63	1.90	0.922	$406.07	$410.05	$502.72	n/a
03502	09	A0428	221.63	1.00	0.922	$213.72	$215.81	$264.59	n/a
03502	09	A0429	221.63	1.60	0.922	$341.95	$345.30	$423.34	n/a
03502	09	A0430	3007.57	1.00	0.922	"$2,890.27"	"$4,335.41"	n/a	"$4,335.41"
03502	09	A0431	3496.75	1.00	0.922	"$3,360.38"	"$5,040.57"	n/a	"$5,040.57"
03502	09	A0432	221.63	1.75	0.922	$374.01	$377.68	n/a	n/a
03502	09	A0433	221.63	2.75	0.922	$587.73	$593.49	$727.62	n/a
03502	09	A0434	221.63	3.25	0.922	$694.59	$701.40	$859.91	n/a
03502	09	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
03502	09	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Wyoming									
03602	21	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
03602	21	A0426	221.63	1.20	1.000	$271.28	$273.93	$335.84	n/a
03602	21	A0427	221.63	1.90	1.000	$429.52	$433.73	$531.75	n/a
03602	21	A0428	221.63	1.00	1.000	$226.06	$228.28	$279.87	n/a
03602	21	A0429	221.63	1.60	1.000	$361.70	$365.25	$447.79	n/a
03602	21	A0430	3007.57	1.00	1.000	"$3,007.57"	"$4,511.36"	n/a	"$4,511.36"
03602	21	A0431	3496.75	1.00	1.000	"$3,496.75"	"$5,245.13"	n/a	"$5,245.13"
03602	21	A0432	221.63	1.75	1.000	$395.61	$399.49	n/a	n/a
03602	21	A0433	221.63	2.75	1.000	$621.67	$627.77	$769.64	n/a
03602	21	A0434	221.63	3.25	1.000	$734.70	$741.91	$909.58	n/a
03602	21	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
03602	21	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Colorado									
04112	01	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
04112	01	A0426	221.63	1.20	1.011	$273.36	$276.04	$338.43	n/a
04112	01	A0427	221.63	1.90	1.011	$432.83	$437.07	$535.85	n/a
04112	01	A0428	221.63	1.00	1.011	$227.80	$230.04	$282.02	n/a
04112	01	A0429	221.63	1.60	1.011	$364.49	$368.06	$451.24	n/a
04112	01	A0430	3007.57	1.00	1.011	"$3,024.11"	"$4,536.17"	n/a	"$4,536.17"
04112	01	A0431	3496.75	1.00	1.011	"$3,515.98"	"$5,273.97"	n/a	"$5,273.97"
04112	01	A0432	221.63	1.75	1.011	$398.66	$402.56	n/a	n/a
04112	01	A0433	221.63	2.75	1.011	$626.46	$632.60	$775.57	n/a
04112	01	A0434	221.63	3.25	1.011	$740.36	$747.62	$916.58	n/a
04112	01	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
04112	01	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
New Mexico									
04212	05	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
04212	05	A0426	221.63	1.20	0.919	$255.89	$258.40	$316.80	n/a
04212	05	A0427	221.63	1.90	0.919	$405.17	$409.14	$501.60	n/a
04212	05	A0428	221.63	1.00	0.919	$213.24	$215.34	$264.00	n/a
04212	05	A0429	221.63	1.60	0.919	$341.19	$344.54	$422.40	n/a
04212	05	A0430	3007.57	1.00	0.919	"$2,885.76"	"$4,328.65"	n/a	"$4,328.65"
04212	05	A0431	3496.75	1.00	0.919	"$3,355.13"	"$5,032.70"	n/a	"$5,032.70"
04212	05	A0432	221.63	1.75	0.919	$373.18	$376.84	n/a	n/a
04212	05	A0433	221.63	2.75	0.919	$586.42	$592.17	$726.00	n/a
04212	05	A0434	221.63	3.25	0.919	$693.05	$699.84	$858.00	n/a
04212	05	A0435	8.53	1.00	n/a	$8.53	$12.80	n/a	$12.80
04212	05	A0436	22.77	1.00	n/a	$22.77	$34.16	n/a	$34.16
Oklahoma									
04312	00	A0425	7.13	1.00	n/a	$7.27	$7.34	n/a	$11.02
04312	00	A0426	221.63	1.20	0.872	$246.97	$249.39	$305.75	n/a
04312	00	A0427	221.63	1.90	0.872	$391.03	$394.87	$484.11	n/a
04312	00	A0428	221.63	1.00	0.872	$205.81	$207.83	$254.79	n/a
04312	00	A0429	221.63	1.60	0.872	$329.29	$332.52	$407.67	n/a
04312	00	A0430	3007.57	1.00	0.872	"$2,815.09"	"$4,222.63"	n/a	"$4,222.63"
04312	00	A0431	3496.75	1.00	0.872	"$3,272.96"	"$4,909.44"	n/a	"$4,909.44"
04312	00	A0432	221.63	1.75	0.872	$360.16	$363.69	n/a	n/a
