CONTRACTOR/CARRIER	LOCALITY	HCPCS	RVU	GPCI	BASE RATE	URBAN BASE RATE / URBAN MILEAGE	RURAL BASE RATE / RURAL MILEAGE	RURAL BASE RATE / LOWEST QUARTILE	RURAL GROUND MILES 1-17*
01112	06	A0435	1.00	1.325	$8.65	$8.65	$12.98	n/a	$12.98
01112	06	A0436	1.00	1.325	$23.09	$23.09	$34.64	n/a	$34.64
01112	07	A0425	1.00	1.325	$7.23	$7.37	$7.45	n/a	$11.18
01112	07	A0426	1.20	1.325	$224.74	$337.66	$340.97	$418.03	n/a
01112	07	A0427	1.90	1.325	$224.74	$534.63	$539.87	$661.88	n/a
01112	07	A0428	1.00	1.325	$224.74	$281.39	$284.14	$348.36	n/a
01112	07	A0429	1.60	1.325	$224.74	$450.22	$454.63	$557.38	n/a
01112	07	A0430	1.00	1.325	"$3,049.69"	"$3,545.26"	"$5,317.90"	n/a	"$5,317.90"
01112	07	A0431	1.00	1.325	"$3,545.72"	"$4,121.90"	"$6,182.85"	n/a	"$6,182.85"
01112	07	A0432	1.75	1.325	$224.74	$492.43	$497.25	n/a	n/a
01112	07	A0433	2.75	1.325	$224.74	$773.81	$781.40	$958.00	n/a
01112	07	A0434	3.25	1.325	$224.74	$914.50	$923.47	"$1,132.17"	n/a
01112	07	A0435	1.00	1.325	$8.65	$8.65	$12.98	n/a	$12.98
01112	07	A0436	1.00	1.325	$23.09	$23.09	$34.64	n/a	$34.64
01112	09	A0425	1.00	1.354	$7.23	$7.37	$7.45	n/a	$11.18
01112	09	A0426	1.20	1.354	$224.74	$343.25	$346.61	$424.94	n/a
01112	09	A0427	1.90	1.354	$224.74	$543.47	$548.80	$672.83	n/a
01112	09	A0428	1.00	1.354	$224.74	$286.04	$288.84	$354.12	n/a
01112	09	A0429	1.60	1.354	$224.74	$457.66	$462.15	$566.60	n/a
01112	09	A0430	1.00	1.354	"$3,049.69"	"$3,589.49"	"$5,384.23"	n/a	"$5,384.23"
01112	09	A0431	1.00	1.354	"$3,545.72"	"$4,173.31"	"$6,259.97"	n/a	"$6,259.97"
01112	09	A0432	1.75	1.354	$224.74	$500.57	$505.48	n/a	n/a
01112	09	A0433	2.75	1.354	$224.74	$786.61	$794.32	$973.84	n/a
01112	09	A0434	3.25	1.354	$224.74	$929.63	$938.74	"$1,150.90"	n/a
01112	09	A0435	1.00	1.354	$8.65	$8.65	$12.98	n/a	$12.98
01112	09	A0436	1.00	1.354	$23.09	$23.09	$34.64	n/a	$34.64
01112	51	A0425	1.00	1.256	$7.23	$7.37	$7.45	n/a	$11.18
01112	51	A0426	1.20	1.256	$224.74	$324.38	$327.56	$401.59	n/a
01112	51	A0427	1.90	1.256	$224.74	$513.60	$518.63	$635.84	n/a
01112	51	A0428	1.00	1.256	$224.74	$270.31	$272.96	$334.65	n/a
01112	51	A0429	1.60	1.256	$224.74	$432.50	$436.74	$535.44	n/a
01112	51	A0430	1.00	1.256	"$3,049.69"	"$3,440.05"	"$5,160.08"	n/a	"$5,160.08"
01112	51	A0431	1.00	1.256	"$3,545.72"	"$3,999.57"	"$5,999.36"	n/a	"$5,999.36"
01112	51	A0432	1.75	1.256	$224.74	$473.05	$477.69	n/a	n/a
01112	51	A0433	2.75	1.256	$224.74	$743.36	$750.65	$920.30	n/a
01112	51	A0434	3.25	1.256	$224.74	$878.52	$887.13	"$1,087.62"	n/a
01112	51	A0435	1.00	1.256	$8.65	$8.65	$12.98	n/a	$12.98
01112	51	A0436	1.00	1.256	$23.09	$23.09	$34.64	n/a	$34.64
01112	52	A0425	1.00	1.279	$7.23	$7.37	$7.45	n/a	$11.18
01112	52	A0426	1.20	1.279	$224.74	$328.81	$332.03	$407.07	n/a
01112	52	A0427	1.90	1.279	$224.74	$520.61	$525.71	$644.52	n/a
01112	52	A0428	1.00	1.279	$224.74	$274.00	$276.69	$339.22	n/a
01112	52	A0429	1.60	1.279	$224.74	$438.41	$442.71	$542.76	n/a
01112	52	A0430	1.00	1.279	"$3,049.69"	"$3,475.12"	"$5,212.68"	n/a	"$5,212.68"
01112	52	A0431	1.00	1.279	"$3,545.72"	"$4,040.35"	"$6,060.52"	n/a	"$6,060.52"
01112	52	A0432	1.75	1.279	$224.74	$479.51	$484.21	n/a	n/a
01112	52	A0433	2.75	1.279	$224.74	$753.51	$760.90	$932.86	n/a
01112	52	A0434	3.25	1.279	$224.74	$890.51	$899.24	"$1,102.47"	n/a
01112	52	A0435	1.00	1.279	$8.65	$8.65	$12.98	n/a	$12.98
01112	52	A0436	1.00	1.279	$23.09	$23.09	$34.64	n/a	$34.64
01112	53	A0425	1.00	1.256	$7.23	$7.37	$7.45	n/a	$11.18
01112	53	A0426	1.20	1.256	$224.74	$324.38	$327.56	$401.59	n/a
01112	53	A0427	1.90	1.256	$224.74	$513.60	$518.63	$635.84	n/a
01112	53	A0428	1.00	1.256	$224.74	$270.31	$272.96	$334.65	n/a
01112	53	A0429	1.60	1.256	$224.74	$432.50	$436.74	$535.44	n/a
01112	53	A0430	1.00	1.256	"$3,049.69"	"$3,440.05"	"$5,160.08"	n/a	"$5,160.08"
01112	53	A0431	1.00	1.256	"$3,545.72"	"$3,999.57"	"$5,999.36"	n/a	"$5,999.36"
01112	53	A0432	1.75	1.256	$224.74	$473.05	$477.69	n/a	n/a
01112	53	A0433	2.75	1.256	$224.74	$743.36	$750.65	$920.30	n/a
01112	53	A0434	3.25	1.256	$224.74	$878.52	$887.13	"$1,087.62"	n/a
01112	53	A0435	1.00	1.256	$8.65	$8.65	$12.98	n/a	$12.98
01112	53	A0436	1.00	1.256	$23.09	$23.09	$34.64	n/a	$34.64
01112	54	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	54	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	54	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	54	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	54	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	54	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	54	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	54	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	54	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	54	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	54	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	54	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	55	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	55	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	55	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	55	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	55	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	55	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	55	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	55	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	55	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	55	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	55	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	55	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	56	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	56	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	56	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	56	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	56	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	56	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	56	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	56	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	56	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	56	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	56	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	56	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	57	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	57	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	57	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	57	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	57	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	57	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	57	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	57	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	57	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	57	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	57	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	57	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	58	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	58	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	58	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	58	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	58	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	58	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	58	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	58	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	58	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	58	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	58	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	58	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	59	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	59	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	59	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	59	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	59	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	59	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	59	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	59	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	59	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	59	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	59	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	59	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	60	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	60	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	60	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	60	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	60	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	60	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	60	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	60	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	60	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	60	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	60	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	60	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	61	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	61	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	61	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	61	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	61	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	61	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	61	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	61	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	61	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	61	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	61	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	61	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	62	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	62	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	62	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	62	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	62	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	62	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	62	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	62	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	62	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	62	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	62	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	62	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	63	A0425	1.00	1.086	$7.23	$7.37	$7.45	n/a	$11.18
01112	63	A0426	1.20	1.086	$224.74	$291.64	$294.50	$361.06	n/a
01112	63	A0427	1.90	1.086	$224.74	$461.77	$466.29	$571.67	n/a
01112	63	A0428	1.00	1.086	$224.74	$243.03	$245.42	$300.88	n/a
01112	63	A0429	1.60	1.086	$224.74	$388.86	$392.67	$481.41	n/a
01112	63	A0430	1.00	1.086	"$3,049.69"	"$3,180.83"	"$4,771.24"	n/a	"$4,771.24"
01112	63	A0431	1.00	1.086	"$3,545.72"	"$3,698.19"	"$5,547.28"	n/a	"$5,547.28"
01112	63	A0432	1.75	1.086	$224.74	$425.31	$429.48	n/a	n/a
01112	63	A0433	2.75	1.086	$224.74	$668.35	$674.90	$827.43	n/a
01112	63	A0434	3.25	1.086	$224.74	$789.86	$797.61	$977.87	n/a
01112	63	A0435	1.00	1.086	$8.65	$8.65	$12.98	n/a	$12.98
01112	63	A0436	1.00	1.086	$23.09	$23.09	$34.64	n/a	$34.64
01112	64	A0425	1.00	1.092	$7.23	$7.37	$7.45	n/a	$11.18
01112	64	A0426	1.20	1.092	$224.74	$292.80	$295.67	$362.49	n/a
01112	64	A0427	1.90	1.092	$224.74	$463.60	$468.14	$573.94	n/a
01112	64	A0428	1.00	1.092	$224.74	$244.00	$246.39	$302.07	n/a
01112	64	A0429	1.60	1.092	$224.74	$390.40	$394.22	$483.31	n/a
01112	64	A0430	1.00	1.092	"$3,049.69"	"$3,189.98"	"$4,784.96"	n/a	"$4,784.96"
01112	64	A0431	1.00	1.092	"$3,545.72"	"$3,708.82"	"$5,563.23"	n/a	"$5,563.23"
01112	64	A0432	1.75	1.092	$224.74	$427.00	$431.18	n/a	n/a
01112	64	A0433	2.75	1.092	$224.74	$670.99	$677.57	$830.70	n/a
01112	64	A0434	3.25	1.092	$224.74	$792.99	$800.77	$981.74	n/a
01112	64	A0435	1.00	1.092	$8.65	$8.65	$12.98	n/a	$12.98
01112	64	A0436	1.00	1.092	$23.09	$23.09	$34.64	n/a	$34.64
01112	65	A0425	1.00	1.167	$7.23	$7.37	$7.45	n/a	$11.18
01112	65	A0426	1.20	1.167	$224.74	$307.24	$310.25	$380.37	n/a
01112	65	A0427	1.90	1.167	$224.74	$486.46	$491.23	$602.25	n/a
01112	65	A0428	1.00	1.167	$224.74	$256.03	$258.54	$316.97	n/a
01112	65	A0429	1.60	1.167	$224.74	$409.65	$413.67	$507.16	n/a
01112	65	A0430	1.00	1.167	"$3,049.69"	"$3,304.34"	"$4,956.51"	n/a	"$4,956.51"
01112	65	A0431	1.00	1.167	"$3,545.72"	"$3,841.79"	"$5,762.68"	n/a	"$5,762.68"
01112	65	A0432	1.75	1.167	$224.74	$448.06	$452.45	n/a	n/a
01112	65	A0433	2.75	1.167	$224.74	$704.09	$710.99	$871.67	n/a
01112	65	A0434	3.25	1.167	$224.74	$832.11	$840.26	"$1,030.16"	n/a
01112	65	A0435	1.00	1.167	$8.65	$8.65	$12.98	n/a	$12.98
01112	65	A0436	1.00	1.167	$23.09	$23.09	$34.64	n/a	$34.64
01112	66	A0425	1.00	1.132	$7.23	$7.37	$7.45	n/a	$11.18
01112	66	A0426	1.20	1.132	$224.74	$300.50	$303.45	$372.03	n/a
01112	66	A0427	1.90	1.132	$224.74	$475.79	$480.46	$589.04	n/a
01112	66	A0428	1.00	1.132	$224.74	$250.42	$252.87	$310.02	n/a
01112	66	A0429	1.60	1.132	$224.74	$400.67	$404.59	$496.03	n/a
01112	66	A0430	1.00	1.132	"$3,049.69"	"$3,250.97"	"$4,876.45"	n/a	"$4,876.45"
01112	66	A0431	1.00	1.132	"$3,545.72"	"$3,779.74"	"$5,669.61"	n/a	"$5,669.61"
01112	66	A0432	1.75	1.132	$224.74	$438.23	$442.52	n/a	n/a
01112	66	A0433	2.75	1.132	$224.74	$688.64	$695.40	$852.56	n/a
01112	66	A0434	3.25	1.132	$224.74	$813.85	$821.83	"$1,007.56"	n/a
01112	66	A0435	1.00	1.132	$8.65	$8.65	$12.98	n/a	$12.98
01112	66	A0436	1.00	1.132	$23.09	$23.09	$34.64	n/a	$34.64
01112	67	A0425	1.00	1.111	$7.23	$7.37	$7.45	n/a	$11.18
01112	67	A0426	1.20	1.111	$224.74	$296.46	$299.36	$367.02	n/a
01112	67	A0427	1.90	1.111	$224.74	$469.39	$473.99	$581.11	n/a
01112	67	A0428	1.00	1.111	$224.74	$247.05	$249.47	$305.85	n/a
01112	67	A0429	1.60	1.111	$224.74	$395.27	$399.15	$489.36	n/a
01112	67	A0430	1.00	1.111	"$3,049.69"	"$3,218.95"	"$4,828.42"	n/a	"$4,828.42"
01112	67	A0431	1.00	1.111	"$3,545.72"	"$3,742.51"	"$5,613.76"	n/a	"$5,613.76"
01112	67	A0432	1.75	1.111	$224.74	$432.33	$436.57	n/a	n/a
01112	67	A0433	2.75	1.111	$224.74	$679.38	$686.04	$841.09	n/a
01112	67	A0434	3.25	1.111	$224.74	$802.90	$810.77	$994.00	n/a
01112	67	A0435	1.00	1.111	$8.65	$8.65	$12.98	n/a	$12.98
01112	67	A0436	1.00	1.111	$23.09	$23.09	$34.64	n/a	$34.64
01112	68	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	68	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	68	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	68	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	68	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	68	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	68	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	68	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	68	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	68	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	68	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	68	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	69	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	69	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	69	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	69	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	69	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	69	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	69	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	69	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	69	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	69	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	69	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	69	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	70	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	70	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	70	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	70	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	70	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	70	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	70	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	70	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	70	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	70	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	70	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	70	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01112	75	A0425	1.00	1.074	$7.23	$7.37	$7.45	n/a	$11.18
01112	75	A0426	1.20	1.074	$224.74	$289.33	$292.17	$358.20	n/a
01112	75	A0427	1.90	1.074	$224.74	$458.11	$462.60	$567.15	n/a
01112	75	A0428	1.00	1.074	$224.74	$241.11	$243.47	$298.49	n/a
01112	75	A0429	1.60	1.074	$224.74	$385.77	$389.56	$477.60	n/a
01112	75	A0430	1.00	1.074	"$3,049.69"	"$3,162.53"	"$4,743.79"	n/a	"$4,743.79"
01112	75	A0431	1.00	1.074	"$3,545.72"	"$3,676.91"	"$5,515.37"	n/a	"$5,515.37"
01112	75	A0432	1.75	1.074	$224.74	$421.94	$426.08	n/a	n/a
01112	75	A0433	2.75	1.074	$224.74	$663.05	$669.55	$820.87	n/a
01112	75	A0434	3.25	1.074	$224.74	$783.60	$791.29	$970.12	n/a
01112	75	A0435	1.00	1.074	$8.65	$8.65	$12.98	n/a	$12.98
01112	75	A0436	1.00	1.074	$23.09	$23.09	$34.64	n/a	$34.64
01182	17	A0425	1.00	1.176	$7.23	$7.37	$7.45	n/a	$11.18
01182	17	A0426	1.20	1.176	$224.74	$308.97	$312.00	$382.51	n/a
01182	17	A0427	1.90	1.176	$224.74	$489.21	$494.00	$605.64	n/a
01182	17	A0428	1.00	1.176	$224.74	$257.48	$260.00	$318.76	n/a
01182	17	A0429	1.60	1.176	$224.74	$411.96	$416.00	$510.02	n/a
01182	17	A0430	1.00	1.176	"$3,049.69"	"$3,318.06"	"$4,977.09"	n/a	"$4,977.09"
01182	17	A0431	1.00	1.176	"$3,545.72"	"$3,857.74"	"$5,786.62"	n/a	"$5,786.62"
01182	17	A0432	1.75	1.176	$224.74	$450.58	$455.00	n/a	n/a
01182	17	A0433	2.75	1.176	$224.74	$708.06	$715.00	$876.59	n/a
01182	17	A0434	3.25	1.176	$224.74	$836.80	$845.00	"$1,035.97"	n/a
01182	17	A0435	1.00	1.176	$8.65	$8.65	$12.98	n/a	$12.98
01182	17	A0436	1.00	1.176	$23.09	$23.09	$34.64	n/a	$34.64
01182	18	A0425	1.00	1.177	$7.23	$7.37	$7.45	n/a	$11.18
01182	18	A0426	1.20	1.177	$224.74	$309.16	$312.20	$382.76	n/a
