(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) BASE RATE	(5) RVU	(6) GPCI	(7)(a) URBAN BASE RATE / URBAN MILEAGE	(7)(b) RURAL BASE RATE / RURAL MILEAGE	(7c) RURAL BASE RATE / LOWEST QUARTILE	(8) RURAL  GROUND MILES 1-17*
Mississippi									
01102	07	A0425	6.74	1.00	1.286	$6.87	$6.94	n/a	$10.41
01102	07	A0426	209.65	1.20	1.286	$307.99	$311.00	$381.29	n/a
01102	07	A0427	209.65	1.90	1.286	$487.64	$492.42	$603.71	n/a
01102	07	A0428	209.65	1.00	1.286	$256.65	$259.17	$317.74	n/a
01102	07	A0429	209.65	1.60	1.286	$410.65	$414.67	$508.39	n/a
01102	07	A0430	2845.14	1.00	1.286	"$3,252.00"	"$4,877.99"	n/a	"$4,877.99"
01102	07	A0431	3307.89	1.00	1.286	"$3,780.92"	"$5,671.38"	n/a	"$5,671.38"
01102	07	A0432	209.65	1.75	1.286	$449.15	$453.55	n/a	n/a
01102	07	A0433	209.65	2.75	1.286	$705.80	$712.72	$873.79	n/a
01102	07	A0434	209.65	3.25	1.286	$834.13	$842.30	"$1,032.67"	n/a
01102	07	A0435	8.07	1.00	1.286	$8.07	$12.11	n/a	$12.11
01102	07	A0436	21.53	1.00	1.286	$21.53	$32.30	n/a	$32.30
01102	09	A0425	6.74	1.00	1.294	$6.87	$6.94	n/a	$10.41
01102	09	A0426	209.65	1.20	1.294	$309.42	$312.46	$383.07	n/a
01102	09	A0427	209.65	1.90	1.294	$489.92	$494.72	$606.53	n/a
01102	09	A0428	209.65	1.00	1.294	$257.85	$260.38	$319.23	n/a
01102	09	A0429	209.65	1.60	1.294	$412.56	$416.61	$510.76	n/a
01102	09	A0430	2845.14	1.00	1.294	"$3,263.38"	"$4,895.06"	n/a	"$4,895.06"
01102	09	A0431	3307.89	1.00	1.294	"$3,794.15"	"$5,691.22"	n/a	"$5,691.22"
01102	09	A0432	209.65	1.75	1.294	$451.24	$455.66	n/a	n/a
01102	09	A0433	209.65	2.75	1.294	$709.09	$716.04	$877.87	n/a
01102	09	A0434	209.65	3.25	1.294	$838.02	$846.23	"$1,037.48"	n/a
Northern California (cont'd)									
01102	09	A0435	8.07	1.00	1.294	$8.07	$12.11	n/a	$12.11
01102	09	A0436	21.53	1.00	1.294	$21.53	$32.30	n/a	$32.30
01102	99	A0425	6.74	1.00	1.058	$6.87	$6.94	n/a	$10.41
01102	99	A0426	209.65	1.20	1.058	$267.03	$269.65	$330.59	n/a
01102	99	A0427	209.65	1.90	1.058	$422.80	$426.94	$523.43	n/a
01102	99	A0428	209.65	1.00	1.058	$222.53	$224.71	$275.49	n/a
01102	99	A0429	209.65	1.60	1.058	$356.04	$359.53	$440.78	n/a
01102	99	A0430	2845.14	1.00	1.058	"$2,927.65"	"$4,391.47"	n/a	"$4,391.47"
01102	99	A0431	3307.89	1.00	1.058	"$3,403.82"	"$5,105.73"	n/a	"$5,105.73"
01102	99	A0432	209.65	1.75	1.058	$389.42	$393.24	n/a	n/a
01102	99	A0433	209.65	2.75	1.058	$611.94	$617.94	$757.60	n/a
01102	99	A0434	209.65	3.25	1.058	$723.21	$730.30	$895.34	n/a
01102	99	A0435	8.07	1.00	1.058	$8.07	$12.11	n/a	$12.11
01102	99	A0436	21.53	1.00	1.058	$21.53	$32.30	n/a	$32.30
Southern California									
01192	17	A0425	6.74	1.00	1.265	$6.87	$6.94	n/a	$10.41
01192	17	A0426	209.65	1.20	1.265	$304.21	$307.20	$376.62	n/a
01192	17	A0427	209.65	1.90	1.265	$481.67	$486.39	$596.32	n/a
01192	17	A0428	209.65	1.00	1.265	$253.51	$256.00	$313.85	n/a
01192	17	A0429	209.65	1.60	1.265	$405.62	$409.59	$502.16	n/a
01192	17	A0430	2845.14	1.00	1.265	"$3,222.12"	"$4,833.18"	n/a	"$4,833.18"
01192	17	A0431	3307.89	1.00	1.265	"$3,746.19"	"$5,619.28"	n/a	"$5,619.28"
01192	17	A0432	209.65	1.75	1.265	$443.64	$447.99	n/a	n/a
01192	17	A0433	209.65	2.75	1.265	$697.15	$703.99	$863.09	n/a
01192	17	A0434	209.65	3.25	1.265	$823.91	$831.99	"$1,020.02"	n/a
01192	17	A0435	8.07	1.00	1.265	$8.07	$12.11	n/a	$12.11
01192	17	A0436	21.53	1.00	1.265	$21.53	$32.30	n/a	$32.30
01192	18	A0425	6.74	1.00	1.225	$6.87	$6.94	n/a	$10.41
01192	18	A0426	209.65	1.20	1.225	$297.03	$299.94	$367.73	n/a
01192	18	A0427	209.65	1.90	1.225	$470.29	$474.90	$582.23	n/a
01192	18	A0428	209.65	1.00	1.225	$247.52	$249.95	$306.44	n/a
01192	18	A0429	209.65	1.60	1.225	$396.04	$399.92	$490.30	n/a
01192	18	A0430	2845.14	1.00	1.225	"$3,165.22"	"$4,747.83"	n/a	"$4,747.83"
01192	18	A0431	3307.89	1.00	1.225	"$3,680.03"	"$5,520.04"	n/a	"$5,520.04"
01192	18	A0432	209.65	1.75	1.225	$433.17	$437.41	n/a	n/a
01192	18	A0433	209.65	2.75	1.225	$680.69	$687.36	$842.71	n/a
01192	18	A0434	209.65	3.25	1.225	$804.45	$812.34	$995.93	n/a
01192	18	A0435	8.07	1.00	1.225	$8.07	$12.11	n/a	$12.11
01192	18	A0436	21.53	1.00	1.225	$21.53	$32.30	n/a	$32.30
01192	26	A0425	6.74	1.00	1.269	$6.87	$6.94	n/a	$10.41
01192	26	A0426	209.65	1.20	1.269	$304.93	$307.92	$377.51	n/a
01192	26	A0427	209.65	1.90	1.269	$482.81	$487.54	$597.73	n/a
01192	26	A0428	209.65	1.00	1.269	$254.11	$256.60	$314.59	n/a
01192	26	A0429	209.65	1.60	1.269	$406.58	$410.56	$503.35	n/a
Southern California (cont'd)									
01192	26	A0430	2845.14	1.00	1.269	"$3,227.81"	"$4,841.72"	n/a	"$4,841.72"
01192	26	A0431	3307.89	1.00	1.269	"$3,752.80"	"$5,629.20"	n/a	"$5,629.20"
01192	26	A0432	209.65	1.75	1.269	$444.69	$449.05	n/a	n/a
01192	26	A0433	209.65	2.75	1.269	$698.80	$705.65	$865.13	n/a
01192	26	A0434	209.65	3.25	1.269	$825.86	$833.95	"$1,022.43"	n/a
01192	26	A0435	8.07	1.00	1.269	$8.07	$12.11	n/a	$12.11
01192	26	A0436	21.53	1.00	1.269	$21.53	$32.30	n/a	$32.30
01192	99	A0425	6.74	1.00	1.058	$6.87	$6.94	n/a	$10.41
01192	99	A0426	209.65	1.20	1.058	$267.03	$269.65	$330.59	n/a
01192	99	A0427	209.65	1.90	1.058	$422.80	$426.94	$523.43	n/a
01192	99	A0428	209.65	1.00	1.058	$222.53	$224.71	$275.49	n/a
01192	99	A0429	209.65	1.60	1.058	$356.04	$359.53	$440.78	n/a
01192	99	A0430	2845.14	1.00	1.058	"$2,927.65"	"$4,391.47"	n/a	"$4,391.47"
01192	99	A0431	3307.89	1.00	1.058	"$3,403.82"	"$5,105.73"	n/a	"$5,105.73"
01192	99	A0432	209.65	1.75	1.058	$389.42	$393.24	n/a	n/a
01192	99	A0433	209.65	2.75	1.058	$611.94	$617.94	$757.60	n/a
01192	99	A0434	209.65	3.25	1.058	$723.21	$730.30	$895.34	n/a
01192	99	A0435	8.07	1.00	1.058	$8.07	$12.11	n/a	$12.11
01192	99	A0436	21.53	1.00	1.058	$21.53	$32.30	n/a	$32.30
Hawaii/Guam									
01202	01	A0425	6.74	1.00	1.161	$6.87	$6.94	n/a	$10.41
01202	01	A0426	209.65	1.20	1.161	$285.53	$288.33	$353.49	n/a
01202	01	A0427	209.65	1.90	1.161	$452.09	$456.52	$559.70	n/a
01202	01	A0428	209.65	1.00	1.161	$237.94	$240.28	$294.58	n/a
01202	01	A0429	209.65	1.60	1.161	$380.71	$384.44	$471.33	n/a
01202	01	A0430	2845.14	1.00	1.161	"$3,074.17"	"$4,611.26"	n/a	"$4,611.26"
01202	01	A0431	3307.89	1.00	1.161	"$3,574.18"	"$5,361.26"	n/a	"$5,361.26"
01202	01	A0432	209.65	1.75	1.161	$416.40	$420.48	n/a	n/a
01202	01	A0433	209.65	2.75	1.161	$654.34	$660.76	$810.09	n/a
01202	01	A0434	209.65	3.25	1.161	$773.32	$780.90	$957.38	n/a
01202	01	A0435	8.07	1.00	1.161	$8.07	$12.11	n/a	$12.11
01202	01	A0436	21.53	1.00	1.161	$21.53	$32.30	n/a	$32.30
Nevada									
01302	00	A0425	6.74	1.00	1.026	$6.87	$6.94	n/a	$10.41
01302	00	A0426	209.65	1.20	1.026	$261.28	$263.84	$323.47	n/a
01302	00	A0427	209.65	1.90	1.026	$413.70	$417.75	$512.16	n/a
01302	00	A0428	209.65	1.00	1.026	$217.73	$219.87	$269.56	n/a
01302	00	A0429	209.65	1.60	1.026	$348.38	$351.79	$431.30	n/a
01302	00	A0430	2845.14	1.00	1.026	"$2,882.13"	"$4,323.19"	n/a	"$4,323.19"
01302	00	A0431	3307.89	1.00	1.026	"$3,350.89"	"$5,026.34"	n/a	"$5,026.34"
01302	00	A0432	209.65	1.75	1.026	$381.04	$384.77	n/a	n/a
01302	00	A0433	209.65	2.75	1.026	$598.77	$604.64	$741.29	n/a
01302	00	A0434	209.65	3.25	1.026	$707.64	$714.58	$876.07	n/a
01302	00	A0435	8.07	1.00	1.026	$8.07	$12.11	n/a	$12.11
01302	00	A0436	21.53	1.00	1.026	$21.53	$32.30	n/a	$32.30
Arizona									
03102	00	A0425	6.74	1.00	0.979	$6.87	$6.94	n/a	$10.41
03102	00	A0426	209.65	1.20	0.979	$252.84	$255.32	$313.02	n/a
03102	00	A0427	209.65	1.90	0.979	$400.33	$404.25	$495.62	n/a
03102	00	A0428	209.65	1.00	0.979	$210.70	$212.77	$260.85	n/a
03102	00	A0429	209.65	1.60	0.979	$337.12	$340.42	$417.36	n/a
03102	00	A0430	2845.14	1.00	0.979	"$2,815.27"	"$4,222.90"	n/a	"$4,222.90"
03102	00	A0431	3307.89	1.00	0.979	"$3,273.16"	"$4,909.74"	n/a	"$4,909.74"
03102	00	A0432	209.65	1.75	0.979	$368.72	$372.34	n/a	n/a
03102	00	A0433	209.65	2.75	0.979	$579.42	$585.10	$717.34	n/a
03102	00	A0434	209.65	3.25	0.979	$684.77	$691.49	$847.76	n/a
03102	00	A0435	8.07	1.00	0.979	$8.07	$12.11	n/a	$12.11
03102	00	A0436	21.53	1.00	0.979	$21.53	$32.30	n/a	$32.30
Montana									
03202	01	A0425	6.74	1.00	0.924	$6.87	$6.94	n/a	$10.41
03202	01	A0426	209.65	1.20	0.924	$242.96	$245.34	$300.79	n/a
03202	01	A0427	209.65	1.90	0.924	$384.69	$388.46	$476.25	n/a
03202	01	A0428	209.65	1.00	0.924	$202.47	$204.45	$250.66	n/a
03202	01	A0429	209.65	1.60	0.924	$323.95	$327.12	$401.05	n/a
03202	01	A0430	2845.14	1.00	0.924	"$2,737.02"	"$4,105.54"	n/a	"$4,105.54"
03202	01	A0431	3307.89	1.00	0.924	"$3,182.19"	"$4,773.29"	n/a	"$4,773.29"
03202	01	A0432	209.65	1.75	0.924	$354.32	$357.79	n/a	n/a
03202	01	A0433	209.65	2.75	0.924	$556.78	$562.24	$689.31	n/a
03202	01	A0434	209.65	3.25	0.924	$658.02	$664.47	$814.64	n/a
03202	01	A0435	8.07	1.00	0.924	$8.07	$12.11	n/a	$12.11
03202	01	A0436	21.53	1.00	0.924	$21.53	$32.30	n/a	$32.30
North Dakota									
03302	01	A0425	6.74	1.00	0.922	$6.87	$6.94	n/a	$10.41
03302	01	A0426	209.65	1.20	0.922	$242.60	$244.98	$300.34	n/a
03302	01	A0427	209.65	1.90	0.922	$384.12	$387.88	$475.55	n/a
03302	01	A0428	209.65	1.00	0.922	$202.17	$204.15	$250.29	n/a
03302	01	A0429	209.65	1.60	0.922	$323.47	$326.64	$400.46	n/a
03302	01	A0430	2845.14	1.00	0.922	"$2,734.18"	"$4,101.27"	n/a	"$4,101.27"
03302	01	A0431	3307.89	1.00	0.922	"$3,178.88"	"$4,768.32"	n/a	"$4,768.32"
03302	01	A0432	209.65	1.75	0.922	$353.79	$357.26	n/a	n/a
03302	01	A0433	209.65	2.75	0.922	$555.96	$561.41	$688.29	n/a
03302	01	A0434	209.65	3.25	0.922	$657.04	$663.48	$813.43	n/a
03302	01	A0435	8.07	1.00	0.922	$8.07	$12.11	n/a	$12.11
03302	01	A0436	21.53	1.00	0.922	$21.53	$32.30	n/a	$32.30
South Dakota									
03402	02	A0425	6.74	1.00	0.932	$6.87	$6.94	n/a	$10.41
03402	02	A0426	209.65	1.20	0.932	$244.40	$246.79	$302.57	n/a
03402	02	A0427	209.65	1.90	0.932	$386.96	$390.76	$479.07	n/a
03402	02	A0428	209.65	1.00	0.932	$203.66	$205.66	$252.14	n/a
03402	02	A0429	209.65	1.60	0.932	$325.86	$329.06	$403.42	n/a
03402	02	A0430	2845.14	1.00	0.932	"$2,748.41"	"$4,122.61"	n/a	"$4,122.61"
03402	02	A0431	3307.89	1.00	0.932	"$3,195.42"	"$4,793.13"	n/a	"$4,793.13"
03402	02	A0432	209.65	1.75	0.932	$356.41	$359.91	n/a	n/a
03402	02	A0433	209.65	2.75	0.932	$560.08	$565.57	$693.39	n/a
03402	02	A0434	209.65	3.25	0.932	$661.91	$668.40	$819.46	n/a
03402	02	A0435	8.07	1.00	0.932	$8.07	$12.11	n/a	$12.11
03402	02	A0436	21.53	1.00	0.932	$21.53	$32.30	n/a	$32.30
Utah									
03502	09	A0425	6.74	1.00	0.954	$6.87	$6.94	n/a	$10.41
03502	09	A0426	209.65	1.20	0.954	$248.35	$250.78	$307.46	n/a
03502	09	A0427	209.65	1.90	0.954	$393.22	$397.07	$486.81	n/a
03502	09	A0428	209.65	1.00	0.954	$206.96	$208.99	$256.22	n/a
03502	09	A0429	209.65	1.60	0.954	$331.13	$334.38	$409.95	n/a
03502	09	A0430	2845.14	1.00	0.954	"$2,779.70"	"$4,169.55"	n/a	"$4,169.55"
03502	09	A0431	3307.89	1.00	0.954	"$3,231.81"	"$4,847.71"	n/a	"$4,847.71"
03502	09	A0432	209.65	1.75	0.954	$362.18	$365.73	n/a	n/a
03502	09	A0433	209.65	2.75	0.954	$569.13	$574.71	$704.60	n/a
03502	09	A0434	209.65	3.25	0.954	$672.61	$679.21	$832.71	n/a
03502	09	A0435	8.07	1.00	0.954	$8.07	$12.11	n/a	$12.11
03502	09	A0436	21.53	1.00	0.954	$21.53	$32.30	n/a	$32.30
Wyoming									
03602	21	A0425	6.74	1.00	0.921	$6.87	$6.94	n/a	$10.41
03602	21	A0426	209.65	1.20	0.921	$242.42	$244.80	$300.12	n/a
03602	21	A0427	209.65	1.90	0.921	$383.83	$387.60	$475.19	n/a
03602	21	A0428	209.65	1.00	0.921	$202.02	$204.00	$250.10	n/a
03602	21	A0429	209.65	1.60	0.921	$323.23	$326.40	$400.16	n/a
03602	21	A0430	2845.14	1.00	0.921	"$2,732.76"	"$4,099.14"	n/a	"$4,099.14"
03602	21	A0431	3307.89	1.00	0.921	"$3,177.23"	"$4,765.84"	n/a	"$4,765.84"
03602	21	A0432	209.65	1.75	0.921	$353.53	$357.00	n/a	n/a
03602	21	A0433	209.65	2.75	0.921	$555.55	$560.99	$687.78	n/a
03602	21	A0434	209.65	3.25	0.921	$656.56	$662.99	$812.83	n/a
03602	21	A0435	8.07	1.00	0.921	$8.07	$12.11	n/a	$12.11
03602	21	A0436	21.53	1.00	0.921	$21.53	$32.30	n/a	$32.30
Colorado									
04102	01	A0425	6.74	1.00	0.996	$6.87	$6.94	n/a	$10.41
04102	01	A0426	209.65	1.20	0.996	$255.89	$258.40	$316.80	n/a
04102	01	A0427	209.65	1.90	0.996	$405.16	$409.14	$501.60	n/a
04102	01	A0428	209.65	1.00	0.996	$213.24	$215.33	$264.00	n/a
04102	01	A0429	209.65	1.60	0.996	$341.19	$344.54	$422.40	n/a
04102	01	A0430	2845.14	1.00	0.996	"$2,839.45"	"$4,259.17"	n/a	"$4,259.17"
04102	01	A0431	3307.89	1.00	0.996	"$3,301.27"	"$4,951.91"	n/a	"$4,951.91"
04102	01	A0432	209.65	1.75	0.996	$373.18	$376.84	n/a	n/a
04102	01	A0433	209.65	2.75	0.996	$586.42	$592.17	$726.00	n/a
04102	01	A0434	209.65	3.25	0.996	$693.04	$699.84	$858.00	n/a
04102	01	A0435	8.07	1.00	0.996	$8.07	$12.11	n/a	$12.11
04102	01	A0436	21.53	1.00	0.996	$21.53	$32.30	n/a	$32.30
New Mexico									
04202	05	A0425	6.74	1.00	0.946	$6.87	$6.94	n/a	$10.41
04202	05	A0426	209.65	1.20	0.946	$246.91	$249.33	$305.68	n/a
04202	05	A0427	209.65	1.90	0.946	$390.94	$394.78	$484.00	n/a
04202	05	A0428	209.65	1.00	0.946	$205.76	$207.78	$254.73	n/a
04202	05	A0429	209.65	1.60	0.946	$329.22	$332.44	$407.58	n/a
04202	05	A0430	2845.14	1.00	0.946	"$2,768.32"	"$4,152.48"	n/a	"$4,152.48"
04202	05	A0431	3307.89	1.00	0.946	"$3,218.58"	"$4,827.87"	n/a	"$4,827.87"
04202	05	A0432	209.65	1.75	0.946	$360.08	$363.61	n/a	n/a
04202	05	A0433	209.65	2.75	0.946	$565.84	$571.39	$700.52	n/a
04202	05	A0434	209.65	3.25	0.946	$668.72	$675.28	$827.89	n/a
04202	05	A0435	8.07	1.00	0.946	$8.07	$12.11	n/a	$12.11
04202	05	A0436	21.53	1.00	0.946	$21.53	$32.30	n/a	$32.30
Oklahoma									
04302	00	A0425	6.74	1.00	0.925	$6.87	$6.94	n/a	$10.41
04302	00	A0426	209.65	1.20	0.925	$243.14	$245.52	$301.01	n/a
04302	00	A0427	209.65	1.90	0.925	$384.97	$388.75	$476.60	n/a
04302	00	A0428	209.65	1.00	0.925	$202.62	$204.60	$250.84	n/a
04302	00	A0429	209.65	1.60	0.925	$324.19	$327.36	$401.35	n/a
04302	00	A0430	2845.14	1.00	0.925	"$2,738.45"	"$4,107.67"	n/a	"$4,107.67"
04302	00	A0431	3307.89	1.00	0.925	"$3,183.84"	"$4,775.77"	n/a	"$4,775.77"
04302	00	A0432	209.65	1.75	0.925	$354.58	$358.05	n/a	n/a
04302	00	A0433	209.65	2.75	0.925	$557.19	$562.66	$689.82	n/a
04302	00	A0434	209.65	3.25	0.925	$658.50	$664.96	$815.24	n/a
04302	00	A0435	8.07	1.00	0.925	$8.07	$12.11	n/a	$12.11
04302	00	A0436	21.53	1.00	0.925	$21.53	$32.30	n/a	$32.30
Texas									
04402	09	A0425	6.74	1.00	0.961	$6.87	$6.94	n/a	$10.41
04402	09	A0426	209.65	1.20	0.961	$249.61	$252.05	$309.02	n/a
04402	09	A0427	209.65	1.90	0.961	$395.21	$399.08	$489.28	n/a
04402	09	A0428	209.65	1.00	0.961	$208.01	$210.04	$257.51	n/a
04402	09	A0429	209.65	1.60	0.961	$332.81	$336.07	$412.02	n/a
04402	09	A0430	2845.14	1.00	0.961	"$2,789.66"	"$4,184.49"	n/a	"$4,184.49"
04402	09	A0431	3307.89	1.00	0.961	"$3,243.39"	"$4,865.08"	n/a	"$4,865.08"
04402	09	A0432	209.65	1.75	0.961	$364.01	$367.58	n/a	n/a
04402	09	A0433	209.65	2.75	0.961	$572.01	$577.62	$708.16	n/a
04402	09	A0434	209.65	3.25	0.961	$676.02	$682.64	$836.92	n/a
04402	09	A0435	8.07	1.00	0.961	$8.07	$12.11	n/a	$12.11
04402	09	A0436	21.53	1.00	0.961	$21.53	$32.30	n/a	$32.30
04402	11	A0425	6.74	1.00	1.001	$6.87	$6.94	n/a	$10.41
04402	11	A0426	209.65	1.20	1.001	$256.79	$259.31	$317.91	n/a
04402	11	A0427	209.65	1.90	1.001	$406.59	$410.57	$503.36	n/a
04402	11	A0428	209.65	1.00	1.001	$213.99	$216.09	$264.93	n/a
04402	11	A0429	209.65	1.60	1.001	$342.39	$345.75	$423.88	n/a
04402	11	A0430	2845.14	1.00	1.001	"$2,846.56"	"$4,269.84"	n/a	"$4,269.84"
04402	11	A0431	3307.89	1.00	1.001	"$3,309.54"	"$4,964.32"	n/a	"$4,964.32"
04402	11	A0432	209.65	1.75	1.001	$374.49	$378.16	n/a	n/a
04402	11	A0433	209.65	2.75	1.001	$588.48	$594.25	$728.55	n/a
04402	11	A0434	209.65	3.25	1.001	$695.48	$702.29	$861.01	n/a
04402	11	A0435	8.07	1.00	1.001	$8.07	$12.11	n/a	$12.11
04402	11	A0436	21.53	1.00	1.001	$21.53	$32.30	n/a	$32.30
04402	15	A0425	6.74	1.00	0.980	$6.87	$6.94	n/a	$10.41
04402	15	A0426	209.65	1.20	0.980	$253.02	$255.50	$313.24	n/a
04402	15	A0427	209.65	1.90	0.980	$400.61	$404.54	$495.97	n/a
04402	15	A0428	209.65	1.00	0.980	$210.85	$212.92	$261.04	n/a
04402	15	A0429	209.65	1.60	0.980	$337.36	$340.67	$417.66	n/a
Texas (cont'd)									
04402	15	A0430	2845.14	1.00	0.980	"$2,816.69"	"$4,225.03"	n/a	"$4,225.03"
04402	15	A0431	3307.89	1.00	0.980	"$3,274.81"	"$4,912.22"	n/a	"$4,912.22"
04402	15	A0432	209.65	1.75	0.980	$368.99	$372.60	n/a	n/a
04402	15	A0433	209.65	2.75	0.980	$579.84	$585.52	$717.85	n/a
04402	15	A0434	209.65	3.25	0.980	$685.26	$691.98	$848.37	n/a
04402	15	A0435	8.07	1.00	0.980	$8.07	$12.11	n/a	$12.11
04402	15	A0436	21.53	1.00	0.980	$21.53	$32.30	n/a	$32.30
04402	18	A0425	6.74	1.00	0.994	$6.87	$6.94	n/a	$10.41
04402	18	A0426	209.65	1.20	0.994	$255.53	$258.04	$316.36	n/a
04402	18	A0427	209.65	1.90	0.994	$404.60	$408.56	$500.90	n/a
04402	18	A0428	209.65	1.00	0.994	$212.94	$215.03	$263.63	n/a
04402	18	A0429	209.65	1.60	0.994	$340.71	$344.05	$421.81	n/a
04402	18	A0430	2845.14	1.00	0.994	"$2,836.60"	"$4,254.91"	n/a	"$4,254.91"
04402	18	A0431	3307.89	1.00	0.994	"$3,297.97"	"$4,946.95"	n/a	"$4,946.95"
04402	18	A0432	209.65	1.75	0.994	$372.65	$376.31	n/a	n/a
04402	18	A0433	209.65	2.75	0.994	$585.60	$591.34	$724.98	n/a
04402	18	A0434	209.65	3.25	0.994	$692.07	$698.86	$856.80	n/a
04402	18	A0435	8.07	1.00	0.994	$8.07	$12.11	n/a	$12.11
04402	18	A0436	21.53	1.00	0.994	$21.53	$32.30	n/a	$32.30
04402	20	A0425	6.74	1.00	0.938	$6.87	$6.94	n/a	$10.41
04402	20	A0426	209.65	1.20	0.938	$245.47	$247.88	$303.90	n/a
04402	20	A0427	209.65	1.90	0.938	$388.67	$392.48	$481.18	n/a
04402	20	A0428	209.65	1.00	0.938	$204.56	$206.57	$253.25	n/a
04402	20	A0429	209.65	1.60	0.938	$327.30	$330.51	$405.20	n/a
04402	20	A0430	2845.14	1.00	0.938	"$2,756.94"	"$4,135.41"	n/a	"$4,135.41"
04402	20	A0431	3307.89	1.00	0.938	"$3,205.35"	"$4,808.02"	n/a	"$4,808.02"
04402	20	A0432	209.65	1.75	0.938	$357.98	$361.49	n/a	n/a
04402	20	A0433	209.65	2.75	0.938	$562.55	$568.06	$696.44	n/a
04402	20	A0434	209.65	3.25	0.938	$664.83	$671.35	$823.07	n/a
Texas (cont'd)									
04402	20	A0435	8.07	1.00	0.938	$8.07	$12.11	n/a	$12.11
04402	20	A0436	21.53	1.00	0.938	$21.53	$32.30	n/a	$32.30
04402	28	A0425	6.74	1.00	0.977	$6.87	$6.94	n/a	$10.41
04402	28	A0426	209.65	1.20	0.977	$252.48	$254.96	$312.58	n/a
04402	28	A0427	209.65	1.90	0.977	$399.76	$403.68	$494.91	n/a
04402	28	A0428	209.65	1.00	0.977	$210.40	$212.46	$260.48	n/a
04402	28	A0429	209.65	1.60	0.977	$336.64	$339.94	$416.77	n/a
04402	28	A0430	2845.14	1.00	0.977	"$2,812.42"	"$4,218.63"	n/a	"$4,218.63"
04402	28	A0431	3307.89	1.00	0.977	"$3,269.85"	"$4,904.77"	n/a	"$4,904.77"
04402	28	A0432	209.65	1.75	0.977	$368.20	$371.81	n/a	n/a
04402	28	A0433	209.65	2.75	0.977	$578.60	$584.27	$716.32	n/a
04402	28	A0434	209.65	3.25	0.977	$683.80	$690.50	$846.56	n/a
04402	28	A0435	8.07	1.00	0.977	$8.07	$12.11	n/a	$12.11
04402	28	A0436	21.53	1.00	0.977	$21.53	$32.30	n/a	$32.30
04402	31	A0425	6.74	1.00	0.992	$6.87	$6.94	n/a	$10.41
04402	31	A0426	209.65	1.20	0.992	$255.17	$257.68	$315.91	n/a
04402	31	A0427	209.65	1.90	0.992	$404.03	$407.99	$500.19	n/a
04402	31	A0428	209.65	1.00	0.992	$212.65	$214.73	$263.26	n/a
04402	31	A0429	209.65	1.60	0.992	$340.23	$343.57	$421.21	n/a
04402	31	A0430	2845.14	1.00	0.992	"$2,833.76"	"$4,250.64"	n/a	"$4,250.64"
04402	31	A0431	3307.89	1.00	0.992	"$3,294.66"	"$4,941.99"	n/a	"$4,941.99"
04402	31	A0432	209.65	1.75	0.992	$372.13	$375.78	n/a	n/a
04402	31	A0433	209.65	2.75	0.992	$584.78	$590.51	$723.96	n/a
04402	31	A0434	209.65	3.25	0.992	$691.10	$697.87	$855.59	n/a
04402	31	A0435	8.07	1.00	0.992	$8.07	$12.11	n/a	$12.11
04402	31	A0436	21.53	1.00	0.992	$21.53	$32.30	n/a	$32.30
04402	99	A0425	6.74	1.00	0.940	$6.87	$6.94	n/a	$10.41
04402	99	A0426	209.65	1.20	0.940	$245.83	$248.24	$304.35	n/a
04402	99	A0427	209.65	1.90	0.940	$389.24	$393.05	$481.88	n/a
Texas (cont'd)									
04402	99	A0428	209.65	1.00	0.940	$204.86	$206.87	$253.62	n/a
04402	99	A0429	209.65	1.60	0.940	$327.78	$330.99	$405.80	n/a
04402	99	A0430	2845.14	1.00	0.940	"$2,759.79"	"$4,139.68"	n/a	"$4,139.68"
04402	99	A0431	3307.89	1.00	0.940	"$3,208.65"	"$4,812.98"	n/a	"$4,812.98"
04402	99	A0432	209.65	1.75	0.940	$358.51	$362.02	n/a	n/a
04402	99	A0433	209.65	2.75	0.940	$563.37	$568.89	$697.46	n/a
04402	99	A0434	209.65	3.25	0.940	$665.80	$672.33	$824.27	n/a
04402	99	A0435	8.07	1.00	0.940	$8.07	$12.11	n/a	$12.11
04402	99	A0436	21.53	1.00	0.940	$21.53	$32.30	n/a	$32.30
Iowa									
05102	00	A0425	6.74	1.00	0.935	$6.87	$6.94	n/a	$10.41
05102	00	A0426	209.65	1.20	0.935	$244.94	$247.34	$303.24	n/a
05102	00	A0427	209.65	1.90	0.935	$387.81	$391.62	$480.12	n/a
05102	00	A0428	209.65	1.00	0.935	$204.11	$206.11	$252.70	n/a
05102	00	A0429	209.65	1.60	0.935	$326.58	$329.78	$404.31	n/a
05102	00	A0430	2845.14	1.00	0.935	"$2,752.67"	"$4,129.01"	n/a	"$4,129.01"
05102	00	A0431	3307.89	1.00	0.935	"$3,200.38"	"$4,800.58"	n/a	"$4,800.58"
05102	00	A0432	209.65	1.75	0.935	$357.20	$360.70	n/a	n/a
05102	00	A0433	209.65	2.75	0.935	$561.31	$566.81	$694.91	n/a
05102	00	A0434	209.65	3.25	0.935	$663.37	$669.87	$821.26	n/a
05102	00	A0435	8.07	1.00	0.935	$8.07	$12.11	n/a	$12.11
05102	00	A0436	21.53	1.00	0.935	$21.53	$32.30	n/a	$32.30
Idaho									
