CONTRACTOR/CARRIER	LOCALITY	HCPCS	RVU	GPCI	BASE RATE	URBAN BASE RATE / URBAN MILEAGE	RURAL BASE RATE / RURAL MILEAGE	RURAL BASE RATE / LOWEST QUARTILE	RURAL GROUND MILES 1-17*	
09202	20	A0436	1.00	0.856	22.84	$22.84	$34.26	n/a	$34.26	
09202	50	A0425	1.00	1.006	7.15	$7.29	$7.36	n/a	$11.04	
09202	50	A0426	1.20	1.006	222.29	$273.23	$275.90	$338.25	n/a	
09202	50	A0427	1.90	1.006	222.29	$432.61	$436.85	$535.58	n/a	
09202	50	A0428	1.00	1.006	222.29	$227.69	$229.92	$281.88	n/a	
09202	50	A0429	1.60	1.006	222.29	$364.30	$367.87	$451.01	n/a	
09202	50	A0430	1.00	1.006	3016.51	"$3,025.56"	"$4,538.34"	n/a	"$4,538.34"	
09202	50	A0431	1.00	1.006	3507.14	"$3,517.66"	"$5,276.49"	n/a	"$5,276.49"	
09202	50	A0432	1.75	1.006	222.29	$398.45	$402.36	n/a	n/a	
09202	50	A0433	2.75	1.006	222.29	$626.14	$632.28	$775.18	n/a	
09202	50	A0434	3.25	1.006	222.29	$739.99	$747.24	$916.12	n/a	
09202	50	A0435	1.00	1.006	8.56	$8.56	$12.84	n/a	$12.84	
09202	50	A0436	1.00	1.006	22.84	$22.84	$34.26	n/a	$34.26	
10102	00	A0425	1.00	0.888	7.15	$7.29	$7.36	n/a	$11.04	
10102	00	A0426	1.20	0.888	222.29	$250.75	$253.21	$310.44	n/a	
10102	00	A0427	1.90	0.888	222.29	$397.02	$400.92	$491.53	n/a	
10102	00	A0428	1.00	0.888	222.29	$208.96	$211.01	$258.70	n/a	
10102	00	A0429	1.60	0.888	222.29	$334.34	$337.61	$413.91	n/a	
10102	00	A0430	1.00	0.888	3016.51	"$2,847.59"	"$4,271.38"	n/a	"$4,271.38"	
10102	00	A0431	1.00	0.888	3507.14	"$3,310.74"	"$4,966.11"	n/a	"$4,966.11"	
10102	00	A0432	1.75	0.888	222.29	$365.68	$369.26	n/a	n/a	
10102	00	A0433	2.75	0.888	222.29	$574.64	$580.27	$711.41	n/a	
10102	00	A0434	3.25	0.888	222.29	$679.12	$685.78	$840.77	n/a	
10102	00	A0435	1.00	0.888	8.56	$8.56	$12.84	n/a	$12.84	
10102	00	A0436	1.00	0.888	22.84	$22.84	$34.26	n/a	$34.26	
10202	01	A0425	1.00	1.001	7.15	$7.29	$7.36	n/a	$11.04	
10202	01	A0426	1.20	1.001	222.29	$272.27	$274.94	$337.08	n/a	
10202	01	A0427	1.90	1.001	222.29	$431.10	$435.33	$533.71	n/a	
10202	01	A0428	1.00	1.001	222.29	$226.89	$229.12	$280.90	n/a	
10202	01	A0429	1.60	1.001	222.29	$363.03	$366.59	$449.44	n/a	
10202	01	A0430	1.00	1.001	3016.51	"$3,018.02"	"$4,527.03"	n/a	"$4,527.03"	
10202	01	A0431	1.00	1.001	3507.14	"$3,508.89"	"$5,263.34"	n/a	"$5,263.34"	
10202	01	A0432	1.75	1.001	222.29	$397.07	$400.96	n/a	n/a	
10202	01	A0433	2.75	1.001	222.29	$623.96	$630.08	$772.48	n/a	
10202	01	A0434	3.25	1.001	222.29	$737.41	$744.64	$912.93	n/a	
10202	01	A0435	1.00	1.001	8.56	$8.56	$12.84	n/a	$12.84	
10202	01	A0436	1.00	1.001	22.84	$22.84	$34.26	n/a	$34.26	
10202	99	A0425	1.00	0.899	7.15	$7.29	$7.36	n/a	$11.04	
10202	99	A0426	1.20	0.899	222.29	$252.85	$255.33	$313.03	n/a	
10202	99	A0427	1.90	0.899	222.29	$400.34	$404.27	$495.64	n/a	
10202	99	A0428	1.00	0.899	222.29	$210.71	$212.77	$260.86	n/a	
10202	99	A0429	1.60	0.899	222.29	$337.13	$340.43	$417.37	n/a	
10202	99	A0430	1.00	0.899	3016.51	"$2,864.18"	"$4,296.26"	n/a	"$4,296.26"	
10202	99	A0431	1.00	0.899	3507.14	"$3,330.03"	"$4,995.04"	n/a	"$4,995.04"	
10202	99	A0432	1.75	0.899	222.29	$368.73	$372.35	n/a	n/a	
10202	99	A0433	2.75	0.899	222.29	$579.44	$585.12	$717.36	n/a	
10202	99	A0434	3.25	0.899	222.29	$684.79	$691.51	$847.79	n/a	
10202	99	A0435	1.00	0.899	8.56	$8.56	$12.84	n/a	$12.84	
10202	99	A0436	1.00	0.899	22.84	$22.84	$34.26	n/a	$34.26	
10302	35	A0425	1.00	0.9	7.15	$7.29	$7.36	n/a	$11.04	
10302	35	A0426	1.20	0.9	222.29	$253.04	$255.52	$313.27	n/a	
10302	35	A0427	1.90	0.9	222.29	$400.64	$404.57	$496.00	n/a	
10302	35	A0428	1.00	0.9	222.29	$210.86	$212.93	$261.05	n/a	
10302	35	A0429	1.60	0.9	222.29	$337.38	$340.69	$417.69	n/a	
10302	35	A0430	1.00	0.9	3016.51	"$2,865.68"	"$4,298.53"	n/a	"$4,298.53"	
10302	35	A0431	1.00	0.9	3507.14	"$3,331.78"	"$4,997.67"	n/a	"$4,997.67"	
10302	35	A0432	1.75	0.9	222.29	$369.01	$372.63	n/a	n/a	
10302	35	A0433	2.75	0.9	222.29	$579.88	$585.56	$717.90	n/a	
10302	35	A0434	3.25	0.9	222.29	$685.31	$692.03	$848.43	n/a	
10302	35	A0435	1.00	0.9	8.56	$8.56	$12.84	n/a	$12.84	
10302	35	A0436	1.00	0.9	22.84	$22.84	$34.26	n/a	$34.26	
11202	01	A0425	1.00	0.912	7.15	$7.29	$7.36	n/a	$11.04	
11202	01	A0426	1.20	0.912	222.29	$255.32	$257.83	$316.10	n/a	
11202	01	A0427	1.90	0.912	222.29	$404.26	$408.22	$500.48	n/a	
11202	01	A0428	1.00	0.912	222.29	$212.77	$214.85	$263.41	n/a	
11202	01	A0429	1.60	0.912	222.29	$340.43	$343.77	$421.46	n/a	
11202	01	A0430	1.00	0.912	3016.51	"$2,883.78"	"$4,325.68"	n/a	"$4,325.68"	
11202	01	A0431	1.00	0.912	3507.14	"$3,352.83"	"$5,029.24"	n/a	"$5,029.24"	
11202	01	A0432	1.75	0.912	222.29	$372.35	$376.00	n/a	n/a	
11202	01	A0433	2.75	0.912	222.29	$585.11	$590.85	$724.38	n/a	
11202	01	A0434	3.25	0.912	222.29	$691.50	$698.28	$856.09	n/a	
11202	01	A0435	1.00	0.912	8.56	$8.56	$12.84	n/a	$12.84	
11202	01	A0436	1.00	0.912	22.84	$22.84	$34.26	n/a	$34.26	
11302	00	A0425	1.00	0.985	7.15	$7.29	$7.36	n/a	$11.04	
11302	00	A0426	1.20	0.985	222.29	$269.23	$271.87	$333.31	n/a	
11302	00	A0427	1.90	0.985	222.29	$426.27	$430.45	$527.73	n/a	
11302	00	A0428	1.00	0.985	222.29	$224.36	$226.55	$277.75	n/a	
11302	00	A0429	1.60	0.985	222.29	$358.97	$362.49	$444.41	n/a	
11302	00	A0430	1.00	0.985	3016.51	"$2,993.89"	"$4,490.83"	n/a	"$4,490.83"	
11302	00	A0431	1.00	0.985	3507.14	"$3,480.84"	"$5,221.25"	n/a	"$5,221.25"	
11302	00	A0432	1.75	0.985	222.29	$392.62	$396.47	n/a	n/a	
11302	00	A0433	2.75	0.985	222.29	$616.98	$623.03	$763.83	n/a	
11302	00	A0434	3.25	0.985	222.29	$729.15	$736.30	$902.70	n/a	
11302	00	A0435	1.00	0.985	8.56	$8.56	$12.84	n/a	$12.84	
11302	00	A0436	1.00	0.985	22.84	$22.84	$34.26	n/a	$34.26	
11402	16	A0425	1.00	0.847	7.15	$7.29	$7.36	n/a	$11.04	
11402	16	A0426	1.20	0.847	222.29	$242.94	$245.32	$300.76	n/a	
11402	16	A0427	1.90	0.847	222.29	$384.66	$388.43	$476.22	n/a	
11402	16	A0428	1.00	0.847	222.29	$202.45	$204.44	$250.64	n/a	
11402	16	A0429	1.60	0.847	222.29	$323.92	$327.10	$401.02	n/a	
11402	16	A0430	1.00	0.847	3016.51	"$2,785.75"	"$4,178.62"	n/a	"$4,178.62"	
11402	16	A0431	1.00	0.847	3507.14	"$3,238.84"	"$4,858.27"	n/a	"$4,858.27"	
11402	16	A0432	1.75	0.847	222.29	$354.29	$357.77	n/a	n/a	
11402	16	A0433	2.75	0.847	222.29	$556.74	$562.20	$689.26	n/a	
11402	16	A0434	3.25	0.847	222.29	$657.97	$664.42	$814.58	n/a	
11402	16	A0435	1.00	0.847	8.56	$8.56	$12.84	n/a	$12.84	
11402	16	A0436	1.00	0.847	22.84	$22.84	$34.26	n/a	$34.26	
11502	00	A0425	1.00	0.931	7.15	$7.29	$7.36	n/a	$11.04	
11502	00	A0426	1.20	0.931	222.29	$258.94	$261.48	$320.57	n/a	
11502	00	A0427	1.90	0.931	222.29	$409.99	$414.01	$507.58	n/a	
11502	00	A0428	1.00	0.931	222.29	$215.78	$217.90	$267.15	n/a	
11502	00	A0429	1.60	0.931	222.29	$345.26	$348.64	$427.43	n/a	
11502	00	A0430	1.00	0.931	3016.51	"$2,912.44"	"$4,368.66"	n/a	"$4,368.66"	
11502	00	A0431	1.00	0.931	3507.14	"$3,386.14"	"$5,079.22"	n/a	"$5,079.22"	
11502	00	A0432	1.75	0.931	222.29	$377.62	$381.32	n/a	n/a	
11502	00	A0433	2.75	0.931	222.29	$593.41	$599.22	$734.64	n/a	
11502	00	A0434	3.25	0.931	222.29	$701.30	$708.17	$868.22	n/a	
11502	00	A0435	1.00	0.931	8.56	$8.56	$12.84	n/a	$12.84	
11502	00	A0436	1.00	0.931	22.84	$22.84	$34.26	n/a	$34.26	
12102	01	A0425	1.00	1.025	7.15	$7.29	$7.36	n/a	$11.04	
12102	01	A0426	1.20	1.025	222.29	$276.84	$279.56	$342.74	n/a	
12102	01	A0427	1.90	1.025	222.29	$438.34	$442.63	$542.66	n/a	
12102	01	A0428	1.00	1.025	222.29	$230.70	$232.97	$285.62	n/a	
12102	01	A0429	1.60	1.025	222.29	$369.13	$372.74	$456.98	n/a	
12102	01	A0430	1.00	1.025	3016.51	"$3,054.22"	"$4,581.32"	n/a	"$4,581.32"	
12102	01	A0431	1.00	1.025	3507.14	"$3,550.98"	"$5,326.47"	n/a	"$5,326.47"	
12102	01	A0432	1.75	1.025	222.29	$403.73	$407.69	n/a	n/a	
12102	01	A0433	2.75	1.025	222.29	$634.44	$640.66	$785.45	n/a	
12102	01	A0434	3.25	1.025	222.29	$749.79	$757.14	$928.25	n/a	
12102	01	A0435	1.00	1.025	8.56	$8.56	$12.84	n/a	$12.84	
12102	01	A0436	1.00	1.025	22.84	$22.84	$34.26	n/a	$34.26	
12202	01	A0425	1.00	1.205	7.15	$7.29	$7.36	n/a	$11.04	
12202	01	A0426	1.20	1.205	222.29	$311.13	$314.18	$385.18	n/a	
12202	01	A0427	1.90	1.205	222.29	$492.62	$497.45	$609.87	n/a	
12202	01	A0428	1.00	1.205	222.29	$259.27	$261.81	$320.98	n/a	
12202	01	A0429	1.60	1.205	222.29	$414.84	$418.90	$513.57	n/a	
12202	01	A0430	1.00	1.205	3016.51	"$3,325.70"	"$4,988.55"	n/a	"$4,988.55"	
12202	01	A0431	1.00	1.205	3507.14	"$3,866.62"	"$5,799.93"	n/a	"$5,799.93"	
12202	01	A0432	1.75	1.205	222.29	$453.73	$458.17	n/a	n/a	
12202	01	A0433	2.75	1.205	222.29	$713.00	$719.99	$882.71	n/a	
12202	01	A0434	3.25	1.205	222.29	$842.64	$850.90	"$1,043.20"	n/a	
12202	01	A0435	1.00	1.205	8.56	$8.56	$12.84	n/a	$12.84	
12202	01	A0436	1.00	1.205	22.84	$22.84	$34.26	n/a	$34.26	
12302	01	A0425	1.00	1.096	7.15	$7.29	$7.36	n/a	$11.04	
12302	01	A0426	1.20	1.096	222.29	$290.37	$293.21	$359.48	n/a	
12302	01	A0427	1.90	1.096	222.29	$459.75	$464.25	$569.17	n/a	
12302	01	A0428	1.00	1.096	222.29	$241.97	$244.34	$299.56	n/a	
12302	01	A0429	1.60	1.096	222.29	$387.16	$390.95	$479.30	n/a	
12302	01	A0430	1.00	1.096	3016.51	"$3,161.30"	"$4,741.95"	n/a	"$4,741.95"	
12302	01	A0431	1.00	1.096	3507.14	"$3,675.48"	"$5,513.22"	n/a	"$5,513.22"	
12302	01	A0432	1.75	1.096	222.29	$423.45	$427.60	n/a	n/a	
12302	01	A0433	2.75	1.096	222.29	$665.42	$671.95	$823.81	n/a	
12302	01	A0434	3.25	1.096	222.29	$786.41	$794.12	$973.59	n/a	
12302	01	A0435	1.00	1.096	8.56	$8.56	$12.84	n/a	$12.84	
12302	01	A0436	1.00	1.096	22.84	$22.84	$34.26	n/a	$34.26	
12302	99	A0425	1.00	1.035	7.15	$7.29	$7.36	n/a	$11.04	
12302	99	A0426	1.20	1.035	222.29	$278.75	$281.48	$345.09	n/a	
12302	99	A0427	1.90	1.035	222.29	$441.35	$445.68	$546.40	n/a	
12302	99	A0428	1.00	1.035	222.29	$232.29	$234.57	$287.58	n/a	
12302	99	A0429	1.60	1.035	222.29	$371.67	$375.31	$460.13	n/a	
12302	99	A0430	1.00	1.035	3016.51	"$3,069.30"	"$4,603.95"	n/a	"$4,603.95"	
12302	99	A0431	1.00	1.035	3507.14	"$3,568.51"	"$5,352.77"	n/a	"$5,352.77"	
12302	99	A0432	1.75	1.035	222.29	$406.51	$410.49	n/a	n/a	
12302	99	A0433	2.75	1.035	222.29	$638.80	$645.06	$790.84	n/a	
12302	99	A0434	3.25	1.035	222.29	$754.95	$762.35	$934.64	n/a	
12302	99	A0435	1.00	1.035	8.56	$8.56	$12.84	n/a	$12.84	
12302	99	A0436	1.00	1.035	22.84	$22.84	$34.26	n/a	$34.26	
12402	01	A0425	1.00	1.181	7.15	$7.29	$7.36	n/a	$11.04	
12402	01	A0426	1.20	1.181	222.29	$306.56	$309.56	$379.52	n/a	
12402	01	A0427	1.90	1.181	222.29	$485.38	$490.14	$600.91	n/a	
12402	01	A0428	1.00	1.181	222.29	$255.46	$257.97	$316.27	n/a	
12402	01	A0429	1.60	1.181	222.29	$408.74	$412.75	$506.03	n/a	
12402	01	A0430	1.00	1.181	3016.51	"$3,289.50"	"$4,934.26"	n/a	"$4,934.26"	
12402	01	A0431	1.00	1.181	3507.14	"$3,824.54"	"$5,736.80"	n/a	"$5,736.80"	
12402	01	A0432	1.75	1.181	222.29	$447.06	$451.44	n/a	n/a	
12402	01	A0433	2.75	1.181	222.29	$702.52	$709.41	$869.74	n/a	
12402	01	A0434	3.25	1.181	222.29	$830.26	$838.40	"$1,027.88"	n/a	
12402	01	A0435	1.00	1.181	8.56	$8.56	$12.84	n/a	$12.84	
12402	01	A0436	1.00	1.181	22.84	$22.84	$34.26	n/a	$34.26	
12402	99	A0425	1.00	1.124	7.15	$7.29	$7.36	n/a	$11.04	
12402	99	A0426	1.20	1.124	222.29	$295.70	$298.60	$366.08	n/a	
12402	99	A0427	1.90	1.124	222.29	$468.19	$472.78	$579.63	n/a	
12402	99	A0428	1.00	1.124	222.29	$246.42	$248.83	$305.07	n/a	
12402	99	A0429	1.60	1.124	222.29	$394.27	$398.13	$488.11	n/a	
12402	99	A0430	1.00	1.124	3016.51	"$3,203.53"	"$4,805.30"	n/a	"$4,805.30"	
12402	99	A0431	1.00	1.124	3507.14	"$3,724.58"	"$5,586.87"	n/a	"$5,586.87"	
12402	99	A0432	1.75	1.124	222.29	$431.23	$435.46	n/a	n/a	
12402	99	A0433	2.75	1.124	222.29	$677.65	$684.29	$838.94	n/a	
12402	99	A0434	3.25	1.124	222.29	$800.85	$808.71	$991.48	n/a	
12402	99	A0435	1.00	1.124	8.56	$8.56	$12.84	n/a	$12.84	
12402	99	A0436	1.00	1.124	22.84	$22.84	$34.26	n/a	$34.26	
12502	01	A0425	1.00	1.081	7.15	$7.29	$7.36	n/a	$11.04	
12502	01	A0426	1.20	1.081	222.29	$287.51	$290.33	$355.94	n/a	
12502	01	A0427	1.90	1.081	222.29	$455.22	$459.69	$563.58	n/a	
12502	01	A0428	1.00	1.081	222.29	$239.59	$241.94	$296.62	n/a	
12502	01	A0429	1.60	1.081	222.29	$383.35	$387.11	$474.60	n/a	
12502	01	A0430	1.00	1.081	3016.51	"$3,138.68"	"$4,708.02"	n/a	"$4,708.02"	
12502	01	A0431	1.00	1.081	3507.14	"$3,649.18"	"$5,473.77"	n/a	"$5,473.77"	
12502	01	A0432	1.75	1.081	222.29	$419.29	$423.40	n/a	n/a	
12502	01	A0433	2.75	1.081	222.29	$658.88	$665.34	$815.71	n/a	
12502	01	A0434	3.25	1.081	222.29	$778.67	$786.31	$964.02	n/a	
12502	01	A0435	1.00	1.081	8.56	$8.56	$12.84	n/a	$12.84	
12502	01	A0436	1.00	1.081	22.84	$22.84	$34.26	n/a	$34.26	
12502	99	A0425	1.00	0.933	7.15	$7.29	$7.36	n/a	$11.04	
12502	99	A0426	1.20	0.933	222.29	$259.32	$261.86	$321.04	n/a	
12502	99	A0427	1.90	0.933	222.29	$410.59	$414.62	$508.32	n/a	
12502	99	A0428	1.00	0.933	222.29	$216.10	$218.22	$267.54	n/a	
12502	99	A0429	1.60	0.933	222.29	$345.76	$349.15	$428.06	n/a	
12502	99	A0430	1.00	0.933	3016.51	"$2,915.46"	"$4,373.19"	n/a	"$4,373.19"	
12502	99	A0431	1.00	0.933	3507.14	"$3,389.65"	"$5,084.48"	n/a	"$5,084.48"	
12502	99	A0432	1.75	0.933	222.29	$378.18	$381.89	n/a	n/a	
12502	99	A0433	2.75	0.933	222.29	$594.28	$600.11	$735.73	n/a	
12502	99	A0434	3.25	0.933	222.29	$702.33	$709.22	$869.50	n/a	
12502	99	A0435	1.00	0.933	8.56	$8.56	$12.84	n/a	$12.84	
12502	99	A0436	1.00	0.933	22.84	$22.84	$34.26	n/a	$34.26	
13102	00	A0425	1.00	1.117	7.15	$7.29	$7.36	n/a	$11.04	
13102	00	A0426	1.20	1.117	222.29	$294.37	$297.25	$364.43	n/a	
13102	00	A0427	1.90	1.117	222.29	$466.08	$470.65	$577.02	n/a	
13102	00	A0428	1.00	1.117	222.29	$245.31	$247.71	$303.69	n/a	
13102	00	A0429	1.60	1.117	222.29	$392.49	$396.34	$485.91	n/a	
13102	00	A0430	1.00	1.117	3016.51	"$3,192.98"	"$4,789.46"	n/a	"$4,789.46"	
13102	00	A0431	1.00	1.117	3507.14	"$3,712.31"	"$5,568.46"	n/a	"$5,568.46"	
13102	00	A0432	1.75	1.117	222.29	$429.28	$433.49	n/a	n/a	
13102	00	A0433	2.75	1.117	222.29	$674.59	$681.20	$835.15	n/a	
13102	00	A0434	3.25	1.117	222.29	$797.24	$805.06	$987.00	n/a	
13102	00	A0435	1.00	1.117	8.56	$8.56	$12.84	n/a	$12.84	
13102	00	A0436	1.00	1.117	22.84	$22.84	$34.26	n/a	$34.26	
13202	01	A0425	1.00	1.174	7.15	$7.29	$7.36	n/a	$11.04	
13202	01	A0426	1.20	1.174	222.29	$305.22	$308.22	$377.88	n/a	
13202	01	A0427	1.90	1.174	222.29	$483.27	$488.01	$598.30	n/a	
13202	01	A0428	1.00	1.174	222.29	$254.35	$256.85	$314.90	n/a	
13202	01	A0429	1.60	1.174	222.29	$406.96	$410.95	$503.82	n/a	
13202	01	A0430	1.00	1.174	3016.51	"$3,278.95"	"$4,918.42"	n/a	"$4,918.42"	
13202	01	A0431	1.00	1.174	3507.14	"$3,812.26"	"$5,718.39"	n/a	"$5,718.39"	
13202	01	A0432	1.75	1.174	222.29	$445.12	$449.48	n/a	n/a	
13202	01	A0433	2.75	1.174	222.29	$699.47	$706.33	$865.96	n/a	
13202	01	A0434	3.25	1.174	222.29	$826.64	$834.75	"$1,023.40"	n/a	
13202	01	A0435	1.00	1.174	8.56	$8.56	$12.84	n/a	$12.84	
13202	01	A0436	1.00	1.174	22.84	$22.84	$34.26	n/a	$34.26	
13202	02	A0425	1.00	1.207	7.15	$7.29	$7.36	n/a	$11.04	
13202	02	A0426	1.20	1.207	222.29	$311.51	$314.56	$385.65	n/a	
13202	02	A0427	1.90	1.207	222.29	$493.22	$498.06	$610.62	n/a	
13202	02	A0428	1.00	1.207	222.29	$259.59	$262.13	$321.37	n/a	
13202	02	A0429	1.60	1.207	222.29	$415.34	$419.42	$514.21	n/a	
13202	02	A0430	1.00	1.207	3016.51	"$3,328.72"	"$4,993.08"	n/a	"$4,993.08"	
13202	02	A0431	1.00	1.207	3507.14	"$3,870.13"	"$5,805.19"	n/a	"$5,805.19"	
13202	02	A0432	1.75	1.207	222.29	$454.28	$458.74	n/a	n/a	
13202	02	A0433	2.75	1.207	222.29	$713.87	$720.87	$883.79	n/a	
13202	02	A0434	3.25	1.207	222.29	$843.67	$851.94	"$1,044.48"	n/a	
13202	02	A0435	1.00	1.207	8.56	$8.56	$12.84	n/a	$12.84	
13202	02	A0436	1.00	1.207	22.84	$22.84	$34.26	n/a	$34.26	
13202	03	A0425	1.00	1.072	7.15	$7.29	$7.36	n/a	$11.04	
13202	03	A0426	1.20	1.072	222.29	$285.80	$288.60	$353.82	n/a	
13202	03	A0427	1.90	1.072	222.29	$452.51	$456.95	$560.22	n/a	
13202	03	A0428	1.00	1.072	222.29	$238.16	$240.50	$294.85	n/a	
13202	03	A0429	1.60	1.072	222.29	$381.06	$384.80	$471.76	n/a	
13202	03	A0430	1.00	1.072	3016.51	"$3,125.10"	"$4,687.66"	n/a	"$4,687.66"	
13202	03	A0431	1.00	1.072	3507.14	"$3,633.40"	"$5,450.10"	n/a	"$5,450.10"	
13202	03	A0432	1.75	1.072	222.29	$416.79	$420.87	n/a	n/a	
13202	03	A0433	2.75	1.072	222.29	$654.95	$661.37	$810.84	n/a	
13202	03	A0434	3.25	1.072	222.29	$774.03	$781.62	$958.27	n/a	
13202	03	A0435	1.00	1.072	8.56	$8.56	$12.84	n/a	$12.84	
13202	03	A0436	1.00	1.072	22.84	$22.84	$34.26	n/a	$34.26	
13282	99	A0425	1.00	0.948	7.15	$7.29	$7.36	n/a	$11.04	
13282	99	A0426	1.20	0.948	222.29	$262.18	$264.75	$324.58	n/a	
13282	99	A0427	1.90	0.948	222.29	$415.12	$419.19	$513.93	n/a	
13282	99	A0428	1.00	0.948	222.29	$218.48	$220.62	$270.48	n/a	
13282	99	A0429	1.60	0.948	222.29	$349.57	$353.00	$432.78	n/a	
13282	99	A0430	1.00	0.948	3016.51	"$2,938.08"	"$4,407.12"	n/a	"$4,407.12"	
13282	99	A0431	1.00	0.948	3507.14	"$3,415.95"	"$5,123.93"	n/a	"$5,123.93"	
13282	99	A0432	1.75	0.948	222.29	$382.34	$386.09	n/a	n/a	
13282	99	A0433	2.75	0.948	222.29	$600.83	$606.72	$743.84	n/a	
13282	99	A0434	3.25	0.948	222.29	$710.07	$717.03	$879.08	n/a	
13282	99	A0435	1.00	0.948	8.56	$8.56	$12.84	n/a	$12.84	
13282	99	A0436	1.00	0.948	22.84	$22.84	$34.26	n/a	$34.26	
13292	04	A0425	1.00	1.2	7.15	$7.29	$7.36	n/a	$11.04	
13292	04	A0426	1.20	1.2	222.29	$310.17	$313.22	$384.01	n/a	
13292	04	A0427	1.90	1.2	222.29	$491.11	$495.92	$608.00	n/a	
13292	04	A0428	1.00	1.2	222.29	$258.48	$261.01	$320.00	n/a	
13292	04	A0429	1.60	1.2	222.29	$413.57	$417.62	$512.00	n/a	
13292	04	A0430	1.00	1.2	3016.51	"$3,318.16"	"$4,977.24"	n/a	"$4,977.24"	
13292	04	A0431	1.00	1.2	3507.14	"$3,857.85"	"$5,786.78"	n/a	"$5,786.78"	
13292	04	A0432	1.75	1.2	222.29	$452.34	$456.77	n/a	n/a	
13292	04	A0433	2.75	1.2	222.29	$710.82	$717.79	$880.01	n/a	
13292	04	A0434	3.25	1.2	222.29	$840.06	$848.29	"$1,040.00"	n/a	
13292	04	A0435	1.00	1.2	8.56	$8.56	$12.84	n/a	$12.84	
13292	04	A0436	1.00	1.2	22.84	$22.84	$34.26	n/a	$34.26	
14112	03	A0425	1.00	1.007	7.15	$7.29	$7.36	n/a	$11.04	
14112	03	A0426	1.20	1.007	222.29	$273.42	$276.10	$338.50	n/a	
14112	03	A0427	1.90	1.007	222.29	$432.91	$437.15	$535.95	n/a	
14112	03	A0428	1.00	1.007	222.29	$227.85	$230.08	$282.08	n/a	
14112	03	A0429	1.60	1.007	222.29	$364.55	$368.13	$451.33	n/a	
14112	03	A0430	1.00	1.007	3016.51	"$3,027.07"	"$4,540.60"	n/a	"$4,540.60"	
14112	03	A0431	1.00	1.007	3507.14	"$3,519.41"	"$5,279.12"	n/a	"$5,279.12"	
14112	03	A0432	1.75	1.007	222.29	$398.73	$402.64	n/a	n/a	
14112	03	A0433	2.75	1.007	222.29	$626.58	$632.72	$775.71	n/a	
14112	03	A0434	3.25	1.007	222.29	$740.50	$747.76	$916.75	n/a	
14112	03	A0435	1.00	1.007	8.56	$8.56	$12.84	n/a	$12.84	
14112	03	A0436	1.00	1.007	22.84	$22.84	$34.26	n/a	$34.26	
14112	99	A0425	1.00	0.92	7.15	$7.29	$7.36	n/a	$11.04	
14112	99	A0426	1.20	0.92	222.29	$256.85	$259.36	$317.98	n/a	
14112	99	A0427	1.90	0.92	222.29	$406.67	$410.66	$503.47	n/a	
14112	99	A0428	1.00	0.92	222.29	$214.04	$216.14	$264.99	n/a	
14112	99	A0429	1.60	0.92	222.29	$342.46	$345.82	$423.98	n/a	
14112	99	A0430	1.00	0.92	3016.51	"$2,895.85"	"$4,343.77"	n/a	"$4,343.77"	
14112	99	A0431	1.00	0.92	3507.14	"$3,366.85"	"$5,050.28"	n/a	"$5,050.28"	
14112	99	A0432	1.75	0.92	222.29	$374.57	$378.24	n/a	n/a	
14112	99	A0433	2.75	0.92	222.29	$588.61	$594.38	$728.71	n/a	
14112	99	A0434	3.25	0.92	222.29	$695.63	$702.45	$861.20	n/a	
14112	99	A0435	1.00	0.92	8.56	$8.56	$12.84	n/a	$12.84	
14112	99	A0436	1.00	0.92	22.84	$22.84	$34.26	n/a	$34.26	
14212	01	A0425	1.00	1.171	7.15	$7.29	$7.36	n/a	$11.04	
14212	01	A0426	1.20	1.171	222.29	$304.65	$307.64	$377.17	n/a	
14212	01	A0427	1.90	1.171	222.29	$482.36	$487.09	$597.17	n/a	
14212	01	A0428	1.00	1.171	222.29	$253.88	$256.37	$314.31	n/a	
14212	01	A0429	1.60	1.171	222.29	$406.20	$410.18	$502.88	n/a	
14212	01	A0430	1.00	1.171	3016.51	"$3,274.42"	"$4,911.63"	n/a	"$4,911.63"	
14212	01	A0431	1.00	1.171	3507.14	"$3,807.00"	"$5,710.50"	n/a	"$5,710.50"	
14212	01	A0432	1.75	1.171	222.29	$444.28	$448.64	n/a	n/a	
14212	01	A0433	2.75	1.171	222.29	$698.16	$705.00	$864.33	n/a	
14212	01	A0434	3.25	1.171	222.29	$825.10	$833.19	"$1,021.49"	n/a	
14212	01	A0435	1.00	1.171	8.56	$8.56	$12.84	n/a	$12.84	
14212	01	A0436	1.00	1.171	22.84	$22.84	$34.26	n/a	$34.26	
14212	99	A0425	1.00	1.067	7.15	$7.29	$7.36	n/a	$11.04	
14212	99	A0426	1.20	1.067	222.29	$284.84	$287.64	$352.65	n/a	
14212	99	A0427	1.90	1.067	222.29	$451.00	$455.42	$558.34	n/a	
14212	99	A0428	1.00	1.067	222.29	$237.37	$239.70	$293.87	n/a	
14212	99	A0429	1.60	1.067	222.29	$379.79	$383.51	$470.18	n/a	
14212	99	A0430	1.00	1.067	3016.51	"$3,117.56"	"$4,676.34"	n/a	"$4,676.34"	
14212	99	A0431	1.00	1.067	3507.14	"$3,624.63"	"$5,436.94"	n/a	"$5,436.94"	
14212	99	A0432	1.75	1.067	222.29	$415.40	$419.47	n/a	n/a	
