CONTRACTOR/CARRIER	LOCALITY	HCPCS	RVU	GPCI	BASE RATE	URBAN BASE RATE / URBAN MILEAGE	RURAL BASE RATE / RURAL MILEAGE	RURAL BASE RATE / LOWEST QUARTILE	RURAL GROUND MILES 1-17*	
01182	18	A0428	1.00	1.169	222.29	$253.56	$256.04	$313.91	n/a	
01182	18	A0429	1.60	1.169	222.29	$405.69	$409.67	$502.26	n/a	
01182	18	A0430	1.00	1.169	3016.51	"$3,271.41"	"$4,907.11"	n/a	"$4,907.11"	
01182	18	A0431	1.00	1.169	3507.14	"$3,803.49"	"$5,705.24"	n/a	"$5,705.24"	
01182	18	A0432	1.75	1.169	222.29	$443.73	$448.08	n/a	n/a	
01182	18	A0433	2.75	1.169	222.29	$697.29	$704.12	$863.25	n/a	
01182	18	A0434	3.25	1.169	222.29	$824.07	$832.14	"$1,020.20"	n/a	
01182	18	A0435	1.00	1.169	8.56	$8.56	$12.84	n/a	$12.84	
01182	18	A0436	1.00	1.169	22.84	$22.84	$34.26	n/a	$34.26	
01182	26	A0425	1.00	1.197	7.15	$7.29	$7.36	n/a	$11.04	
01182	26	A0426	1.20	1.197	222.29	$309.60	$312.64	$383.30	n/a	
01182	26	A0427	1.90	1.197	222.29	$490.21	$495.01	$606.88	n/a	
01182	26	A0428	1.00	1.197	222.29	$258.00	$260.53	$319.41	n/a	
01182	26	A0429	1.60	1.197	222.29	$412.80	$416.85	$511.06	n/a	
01182	26	A0430	1.00	1.197	3016.51	"$3,313.64"	"$4,970.45"	n/a	"$4,970.45"	
01182	26	A0431	1.00	1.197	3507.14	"$3,852.59"	"$5,778.89"	n/a	"$5,778.89"	
01182	26	A0432	1.75	1.197	222.29	$451.50	$455.93	n/a	n/a	
01182	26	A0433	2.75	1.197	222.29	$709.51	$716.46	$878.38	n/a	
01182	26	A0434	3.25	1.197	222.29	$838.51	$846.73	"$1,038.09"	n/a	
01182	26	A0435	1.00	1.197	8.56	$8.56	$12.84	n/a	$12.84	
01182	26	A0436	1.00	1.197	22.84	$22.84	$34.26	n/a	$34.26	
01182	71	A0425	1.00	1.079	7.15	$7.29	$7.36	n/a	$11.04	
01182	71	A0426	1.20	1.079	222.29	$287.13	$289.94	$355.47	n/a	
01182	71	A0427	1.90	1.079	222.29	$454.62	$459.08	$562.83	n/a	
01182	71	A0428	1.00	1.079	222.29	$239.27	$241.62	$296.23	n/a	
01182	71	A0429	1.60	1.079	222.29	$382.84	$386.59	$473.96	n/a	
01182	71	A0430	1.00	1.079	3016.51	"$3,135.66"	"$4,703.49"	n/a	"$4,703.49"	
01182	71	A0431	1.00	1.079	3507.14	"$3,645.67"	"$5,468.51"	n/a	"$5,468.51"	
01182	71	A0432	1.75	1.079	222.29	$418.73	$422.84	n/a	n/a	
01182	71	A0433	2.75	1.079	222.29	$658.00	$664.46	$814.63	n/a	
01182	71	A0434	3.25	1.079	222.29	$777.64	$785.27	$962.74	n/a	
01182	71	A0435	1.00	1.079	8.56	$8.56	$12.84	n/a	$12.84	
01182	71	A0436	1.00	1.079	22.84	$22.84	$34.26	n/a	$34.26	
01182	72	A0425	1.00	1.088	7.15	$7.29	$7.36	n/a	$11.04	
01182	72	A0426	1.20	1.088	222.29	$288.84	$291.68	$357.60	n/a	
01182	72	A0427	1.90	1.088	222.29	$457.34	$461.82	$566.19	n/a	
01182	72	A0428	1.00	1.088	222.29	$240.70	$243.06	$297.99	n/a	
01182	72	A0429	1.60	1.088	222.29	$385.12	$388.90	$476.79	n/a	
01182	72	A0430	1.00	1.088	3016.51	"$3,149.24"	"$4,723.85"	n/a	"$4,723.85"	
01182	72	A0431	1.00	1.088	3507.14	"$3,661.45"	"$5,492.18"	n/a	"$5,492.18"	
01182	72	A0432	1.75	1.088	222.29	$421.23	$425.36	n/a	n/a	
01182	72	A0433	2.75	1.088	222.29	$661.93	$668.42	$819.48	n/a	
01182	72	A0434	3.25	1.088	222.29	$782.28	$789.95	$968.48	n/a	
01182	72	A0435	1.00	1.088	8.56	$8.56	$12.84	n/a	$12.84	
01182	72	A0436	1.00	1.088	22.84	$22.84	$34.26	n/a	$34.26	
01182	73	A0425	1.00	1.079	7.15	$7.29	$7.36	n/a	$11.04	
01182	73	A0426	1.20	1.079	222.29	$287.13	$289.94	$355.47	n/a	
01182	73	A0427	1.90	1.079	222.29	$454.62	$459.08	$562.83	n/a	
01182	73	A0428	1.00	1.079	222.29	$239.27	$241.62	$296.23	n/a	
01182	73	A0429	1.60	1.079	222.29	$382.84	$386.59	$473.96	n/a	
01182	73	A0430	1.00	1.079	3016.51	"$3,135.66"	"$4,703.49"	n/a	"$4,703.49"	
01182	73	A0431	1.00	1.079	3507.14	"$3,645.67"	"$5,468.51"	n/a	"$5,468.51"	
01182	73	A0432	1.75	1.079	222.29	$418.73	$422.84	n/a	n/a	
01182	73	A0433	2.75	1.079	222.29	$658.00	$664.46	$814.63	n/a	
01182	73	A0434	3.25	1.079	222.29	$777.64	$785.27	$962.74	n/a	
01182	73	A0435	1.00	1.079	8.56	$8.56	$12.84	n/a	$12.84	
01182	73	A0436	1.00	1.079	22.84	$22.84	$34.26	n/a	$34.26	
01182	74	A0425	1.00	1.091	7.15	$7.29	$7.36	n/a	$11.04	
01182	74	A0426	1.20	1.091	222.29	$289.41	$292.25	$358.30	n/a	
01182	74	A0427	1.90	1.091	222.29	$458.24	$462.73	$567.31	n/a	
01182	74	A0428	1.00	1.091	222.29	$241.18	$243.54	$298.58	n/a	
01182	74	A0429	1.60	1.091	222.29	$385.89	$389.67	$477.74	n/a	
01182	74	A0430	1.00	1.091	3016.51	"$3,153.76"	"$4,730.64"	n/a	"$4,730.64"	
01182	74	A0431	1.00	1.091	3507.14	"$3,666.71"	"$5,500.07"	n/a	"$5,500.07"	
01182	74	A0432	1.75	1.091	222.29	$422.06	$426.20	n/a	n/a	
01182	74	A0433	2.75	1.091	222.29	$663.24	$669.74	$821.10	n/a	
01182	74	A0434	3.25	1.091	222.29	$783.83	$791.52	$970.40	n/a	
01182	74	A0435	1.00	1.091	8.56	$8.56	$12.84	n/a	$12.84	
01182	74	A0436	1.00	1.091	22.84	$22.84	$34.26	n/a	$34.26	
01212	01	A0425	1.00	1.154	7.15	$7.29	$7.36	n/a	$11.04	
01212	01	A0426	1.20	1.154	222.29	$301.41	$304.37	$373.16	n/a	
01212	01	A0427	1.90	1.154	222.29	$477.24	$481.92	$590.83	n/a	
01212	01	A0428	1.00	1.154	222.29	$251.18	$253.64	$310.96	n/a	
01212	01	A0429	1.60	1.154	222.29	$401.88	$405.82	$497.54	n/a	
01212	01	A0430	1.00	1.154	3016.51	"$3,248.78"	"$4,873.17"	n/a	"$4,873.17"	
01212	01	A0431	1.00	1.154	3507.14	"$3,777.19"	"$5,665.78"	n/a	"$5,665.78"	
01212	01	A0432	1.75	1.154	222.29	$439.56	$443.87	n/a	n/a	
01212	01	A0433	2.75	1.154	222.29	$690.74	$697.51	$855.15	n/a	
01212	01	A0434	3.25	1.154	222.29	$816.33	$824.33	"$1,010.63"	n/a	
01212	01	A0435	1.00	1.154	8.56	$8.56	$12.84	n/a	$12.84	
01212	01	A0436	1.00	1.154	22.84	$22.84	$34.26	n/a	$34.26	
01312	00	A0425	1.00	1.034	7.15	$7.29	$7.36	n/a	$11.04	
01312	00	A0426	1.20	1.034	222.29	$278.56	$281.29	$344.86	n/a	
01312	00	A0427	1.90	1.034	222.29	$441.05	$445.38	$546.04	n/a	
01312	00	A0428	1.00	1.034	222.29	$232.13	$234.41	$287.39	n/a	
01312	00	A0429	1.60	1.034	222.29	$371.41	$375.05	$459.81	n/a	
01312	00	A0430	1.00	1.034	3016.51	"$3,067.79"	"$4,601.69"	n/a	"$4,601.69"	
01312	00	A0431	1.00	1.034	3507.14	"$3,566.76"	"$5,350.14"	n/a	"$5,350.14"	
01312	00	A0432	1.75	1.034	222.29	$406.23	$410.21	n/a	n/a	
01312	00	A0433	2.75	1.034	222.29	$638.36	$644.62	$790.30	n/a	
01312	00	A0434	3.25	1.034	222.29	$754.43	$761.83	$934.00	n/a	
01312	00	A0435	1.00	1.034	8.56	$8.56	$12.84	n/a	$12.84	
01312	00	A0436	1.00	1.034	22.84	$22.84	$34.26	n/a	$34.26	
02102	01	A0425	1.00	1.112	7.15	$7.29	$7.36	n/a	$11.04	
02102	01	A0426	1.20	1.112	222.29	$293.41	$296.29	$363.25	n/a	
02102	01	A0427	1.90	1.112	222.29	$464.57	$469.13	$575.15	n/a	
02102	01	A0428	1.00	1.112	222.29	$244.51	$246.91	$302.71	n/a	
02102	01	A0429	1.60	1.112	222.29	$391.22	$395.05	$484.33	n/a	
02102	01	A0430	1.00	1.112	3016.51	"$3,185.43"	"$4,778.15"	n/a	"$4,778.15"	
02102	01	A0431	1.00	1.112	3507.14	"$3,703.54"	"$5,555.31"	n/a	"$5,555.31"	
02102	01	A0432	1.75	1.112	222.29	$427.90	$432.09	n/a	n/a	
02102	01	A0433	2.75	1.112	222.29	$672.41	$679.00	$832.45	n/a	
02102	01	A0434	3.25	1.112	222.29	$794.66	$802.45	$983.80	n/a	
02102	01	A0435	1.00	1.112	8.56	$8.56	$12.84	n/a	$12.84	
02102	01	A0436	1.00	1.112	22.84	$22.84	$34.26	n/a	$34.26	
02202	00	A0425	1.00	0.9	7.15	$7.29	$7.36	n/a	$11.04	
02202	00	A0426	1.20	0.9	222.29	$253.04	$255.52	$313.27	n/a	
02202	00	A0427	1.90	0.9	222.29	$400.64	$404.57	$496.00	n/a	
02202	00	A0428	1.00	0.9	222.29	$210.86	$212.93	$261.05	n/a	
02202	00	A0429	1.60	0.9	222.29	$337.38	$340.69	$417.69	n/a	
02202	00	A0430	1.00	0.9	3016.51	"$2,865.68"	"$4,298.53"	n/a	"$4,298.53"	
02202	00	A0431	1.00	0.9	3507.14	"$3,331.78"	"$4,997.67"	n/a	"$4,997.67"	
02202	00	A0432	1.75	0.9	222.29	$369.01	$372.63	n/a	n/a	
02202	00	A0433	2.75	0.9	222.29	$579.88	$585.56	$717.90	n/a	
02202	00	A0434	3.25	0.9	222.29	$685.31	$692.03	$848.43	n/a	
02202	00	A0435	1.00	0.9	8.56	$8.56	$12.84	n/a	$12.84	
02202	00	A0436	1.00	0.9	22.84	$22.84	$34.26	n/a	$34.26	
02302	01	A0425	1.00	1.052	7.15	$7.29	$7.36	n/a	$11.04	
02302	01	A0426	1.20	1.052	222.29	$281.99	$284.75	$349.10	n/a	
02302	01	A0427	1.90	1.052	222.29	$446.48	$450.86	$552.75	n/a	
02302	01	A0428	1.00	1.052	222.29	$234.99	$237.29	$290.92	n/a	
02302	01	A0429	1.60	1.052	222.29	$375.98	$379.67	$465.48	n/a	
02302	01	A0430	1.00	1.052	3016.51	"$3,094.94"	"$4,642.41"	n/a	"$4,642.41"	
02302	01	A0431	1.00	1.052	3507.14	"$3,598.33"	"$5,397.49"	n/a	"$5,397.49"	
02302	01	A0432	1.75	1.052	222.29	$411.23	$415.26	n/a	n/a	
02302	01	A0433	2.75	1.052	222.29	$646.22	$652.56	$800.04	n/a	
02302	01	A0434	3.25	1.052	222.29	$763.71	$771.20	$945.49	n/a	
02302	01	A0435	1.00	1.052	8.56	$8.56	$12.84	n/a	$12.84	
02302	01	A0436	1.00	1.052	22.84	$22.84	$34.26	n/a	$34.26	
02302	99	A0425	1.00	0.967	7.15	$7.29	$7.36	n/a	$11.04	
02302	99	A0426	1.20	0.967	222.29	$265.80	$268.40	$329.06	n/a	
02302	99	A0427	1.90	0.967	222.29	$420.85	$424.97	$521.01	n/a	
02302	99	A0428	1.00	0.967	222.29	$221.50	$223.67	$274.22	n/a	
02302	99	A0429	1.60	0.967	222.29	$354.40	$357.87	$438.75	n/a	
02302	99	A0430	1.00	0.967	3016.51	"$2,966.74"	"$4,450.11"	n/a	"$4,450.11"	
02302	99	A0431	1.00	0.967	3507.14	"$3,449.27"	"$5,173.91"	n/a	"$5,173.91"	
02302	99	A0432	1.75	0.967	222.29	$387.62	$391.42	n/a	n/a	
02302	99	A0433	2.75	0.967	222.29	$609.12	$615.09	$754.10	n/a	
02302	99	A0434	3.25	0.967	222.29	$719.87	$726.93	$891.22	n/a	
02302	99	A0435	1.00	0.967	8.56	$8.56	$12.84	n/a	$12.84	
02302	99	A0436	1.00	0.967	22.84	$22.84	$34.26	n/a	$34.26	
02402	02	A0425	1.00	1.151	7.15	$7.29	$7.36	n/a	$11.04	
02402	02	A0426	1.20	1.151	222.29	$300.84	$303.79	$372.45	n/a	
02402	02	A0427	1.90	1.151	222.29	$476.33	$481.00	$589.71	n/a	
02402	02	A0428	1.00	1.151	222.29	$250.70	$253.16	$310.37	n/a	
02402	02	A0429	1.60	1.151	222.29	$401.12	$405.06	$496.60	n/a	
02402	02	A0430	1.00	1.151	3016.51	"$3,244.26"	"$4,866.38"	n/a	"$4,866.38"	
02402	02	A0431	1.00	1.151	3507.14	"$3,771.93"	"$5,657.89"	n/a	"$5,657.89"	
02402	02	A0432	1.75	1.151	222.29	$438.73	$443.03	n/a	n/a	
02402	02	A0433	2.75	1.151	222.29	$689.43	$696.19	$853.53	n/a	
02402	02	A0434	3.25	1.151	222.29	$814.78	$822.77	"$1,008.72"	n/a	
02402	02	A0435	1.00	1.151	8.56	$8.56	$12.84	n/a	$12.84	
02402	02	A0436	1.00	1.151	22.84	$22.84	$34.26	n/a	$34.26	
02402	99	A0425	1.00	1.013	7.15	$7.29	$7.36	n/a	$11.04	
02402	99	A0426	1.20	1.013	222.29	$274.56	$277.25	$339.91	n/a	
02402	99	A0427	1.90	1.013	222.29	$434.72	$438.98	$538.19	n/a	
02402	99	A0428	1.00	1.013	222.29	$228.80	$231.04	$283.26	n/a	
02402	99	A0429	1.60	1.013	222.29	$366.08	$369.67	$453.22	n/a	
02402	99	A0430	1.00	1.013	3016.51	"$3,036.12"	"$4,554.18"	n/a	"$4,554.18"	
02402	99	A0431	1.00	1.013	3507.14	"$3,529.94"	"$5,294.90"	n/a	"$5,294.90"	
02402	99	A0432	1.75	1.013	222.29	$400.40	$404.32	n/a	n/a	
02402	99	A0433	2.75	1.013	222.29	$629.20	$635.37	$778.96	n/a	
02402	99	A0434	3.25	1.013	222.29	$743.60	$750.89	$920.59	n/a	
02402	99	A0435	1.00	1.013	8.56	$8.56	$12.84	n/a	$12.84	
02402	99	A0436	1.00	1.013	22.84	$22.84	$34.26	n/a	$34.26	
03102	00	A0425	1.00	0.986	7.15	$7.29	$7.36	n/a	$11.04	
03102	00	A0426	1.20	0.986	222.29	$269.42	$272.06	$333.55	n/a	
03102	00	A0427	1.90	0.986	222.29	$426.58	$430.76	$528.11	n/a	
03102	00	A0428	1.00	0.986	222.29	$224.51	$226.71	$277.95	n/a	
03102	00	A0429	1.60	0.986	222.29	$359.22	$362.74	$444.72	n/a	
03102	00	A0430	1.00	0.986	3016.51	"$2,995.39"	"$4,493.09"	n/a	"$4,493.09"	
03102	00	A0431	1.00	0.986	3507.14	"$3,482.59"	"$5,223.89"	n/a	"$5,223.89"	
03102	00	A0432	1.75	0.986	222.29	$392.90	$396.75	n/a	n/a	
03102	00	A0433	2.75	0.986	222.29	$617.41	$623.47	$764.37	n/a	
03102	00	A0434	3.25	0.986	222.29	$729.67	$736.82	$903.34	n/a	
03102	00	A0435	1.00	0.986	8.56	$8.56	$12.84	n/a	$12.84	
03102	00	A0436	1.00	0.986	22.84	$22.84	$34.26	n/a	$34.26	
03202	01	A0425	1.00	1	7.15	$7.29	$7.36	n/a	$11.04	
03202	01	A0426	1.20	1	222.29	$272.08	$274.75	$336.84	n/a	
03202	01	A0427	1.90	1	222.29	$430.80	$435.02	$533.33	n/a	
03202	01	A0428	1.00	1	222.29	$226.74	$228.96	$280.70	n/a	
03202	01	A0429	1.60	1	222.29	$362.78	$366.33	$449.12	n/a	
03202	01	A0430	1.00	1	3016.51	"$3,016.51"	"$4,524.77"	n/a	"$4,524.77"	
03202	01	A0431	1.00	1	3507.14	"$3,507.14"	"$5,260.71"	n/a	"$5,260.71"	
03202	01	A0432	1.75	1	222.29	$396.79	$400.68	n/a	n/a	
03202	01	A0433	2.75	1	222.29	$623.52	$629.64	$771.94	n/a	
03202	01	A0434	3.25	1	222.29	$736.89	$744.12	$912.29	n/a	
03202	01	A0435	1.00	1	8.56	$8.56	$12.84	n/a	$12.84	
03202	01	A0436	1.00	1	22.84	$22.84	$34.26	n/a	$34.26	
03302	01	A0425	1.00	1	7.15	$7.29	$7.36	n/a	$11.04	
03302	01	A0426	1.20	1	222.29	$272.08	$274.75	$336.84	n/a	
03302	01	A0427	1.90	1	222.29	$430.80	$435.02	$533.33	n/a	
03302	01	A0428	1.00	1	222.29	$226.74	$228.96	$280.70	n/a	
03302	01	A0429	1.60	1	222.29	$362.78	$366.33	$449.12	n/a	
03302	01	A0430	1.00	1	3016.51	"$3,016.51"	"$4,524.77"	n/a	"$4,524.77"	
03302	01	A0431	1.00	1	3507.14	"$3,507.14"	"$5,260.71"	n/a	"$5,260.71"	
03302	01	A0432	1.75	1	222.29	$396.79	$400.68	n/a	n/a	
03302	01	A0433	2.75	1	222.29	$623.52	$629.64	$771.94	n/a	
03302	01	A0434	3.25	1	222.29	$736.89	$744.12	$912.29	n/a	
03302	01	A0435	1.00	1	8.56	$8.56	$12.84	n/a	$12.84	
03302	01	A0436	1.00	1	22.84	$22.84	$34.26	n/a	$34.26	
03402	02	A0425	1.00	1	7.15	$7.29	$7.36	n/a	$11.04	
03402	02	A0426	1.20	1	222.29	$272.08	$274.75	$336.84	n/a	
03402	02	A0427	1.90	1	222.29	$430.80	$435.02	$533.33	n/a	
03402	02	A0428	1.00	1	222.29	$226.74	$228.96	$280.70	n/a	
03402	02	A0429	1.60	1	222.29	$362.78	$366.33	$449.12	n/a	
03402	02	A0430	1.00	1	3016.51	"$3,016.51"	"$4,524.77"	n/a	"$4,524.77"	
03402	02	A0431	1.00	1	3507.14	"$3,507.14"	"$5,260.71"	n/a	"$5,260.71"	
03402	02	A0432	1.75	1	222.29	$396.79	$400.68	n/a	n/a	
03402	02	A0433	2.75	1	222.29	$623.52	$629.64	$771.94	n/a	
03402	02	A0434	3.25	1	222.29	$736.89	$744.12	$912.29	n/a	
03402	02	A0435	1.00	1	8.56	$8.56	$12.84	n/a	$12.84	
03402	02	A0436	1.00	1	22.84	$22.84	$34.26	n/a	$34.26	
03502	09	A0425	1.00	0.925	7.15	$7.29	$7.36	n/a	$11.04	
03502	09	A0426	1.20	0.925	222.29	$257.80	$260.33	$319.16	n/a	
03502	09	A0427	1.90	0.925	222.29	$408.18	$412.18	$505.33	n/a	
03502	09	A0428	1.00	0.925	222.29	$214.83	$216.94	$265.97	n/a	
03502	09	A0429	1.60	0.925	222.29	$343.73	$347.10	$425.54	n/a	
03502	09	A0430	1.00	0.925	3016.51	"$2,903.39"	"$4,355.09"	n/a	"$4,355.09"	
03502	09	A0431	1.00	0.925	3507.14	"$3,375.62"	"$5,063.43"	n/a	"$5,063.43"	
03502	09	A0432	1.75	0.925	222.29	$375.96	$379.64	n/a	n/a	
03502	09	A0433	2.75	0.925	222.29	$590.79	$596.58	$731.41	n/a	
03502	09	A0434	3.25	0.925	222.29	$698.20	$705.05	$864.39	n/a	
03502	09	A0435	1.00	0.925	8.56	$8.56	$12.84	n/a	$12.84	
03502	09	A0436	1.00	0.925	22.84	$22.84	$34.26	n/a	$34.26	
03602	21	A0425	1.00	1	7.15	$7.29	$7.36	n/a	$11.04	
03602	21	A0426	1.20	1	222.29	$272.08	$274.75	$336.84	n/a	
03602	21	A0427	1.90	1	222.29	$430.80	$435.02	$533.33	n/a	
03602	21	A0428	1.00	1	222.29	$226.74	$228.96	$280.70	n/a	
03602	21	A0429	1.60	1	222.29	$362.78	$366.33	$449.12	n/a	
03602	21	A0430	1.00	1	3016.51	"$3,016.51"	"$4,524.77"	n/a	"$4,524.77"	
03602	21	A0431	1.00	1	3507.14	"$3,507.14"	"$5,260.71"	n/a	"$5,260.71"	
03602	21	A0432	1.75	1	222.29	$396.79	$400.68	n/a	n/a	
03602	21	A0433	2.75	1	222.29	$623.52	$629.64	$771.94	n/a	
03602	21	A0434	3.25	1	222.29	$736.89	$744.12	$912.29	n/a	
03602	21	A0435	1.00	1	8.56	$8.56	$12.84	n/a	$12.84	
03602	21	A0436	1.00	1	22.84	$22.84	$34.26	n/a	$34.26	
04112	01	A0425	1.00	1.015	7.15	$7.29	$7.36	n/a	$11.04	
04112	01	A0426	1.20	1.015	222.29	$274.94	$277.64	$340.39	n/a	
04112	01	A0427	1.90	1.015	222.29	$435.32	$439.59	$538.94	n/a	
04112	01	A0428	1.00	1.015	222.29	$229.12	$231.36	$283.65	n/a	
04112	01	A0429	1.60	1.015	222.29	$366.59	$370.18	$453.84	n/a	
04112	01	A0430	1.00	1.015	3016.51	"$3,039.13"	"$4,558.70"	n/a	"$4,558.70"	
04112	01	A0431	1.00	1.015	3507.14	"$3,533.44"	"$5,300.17"	n/a	"$5,300.17"	
04112	01	A0432	1.75	1.015	222.29	$400.95	$404.88	n/a	n/a	
04112	01	A0433	2.75	1.015	222.29	$630.07	$636.25	$780.04	n/a	
04112	01	A0434	3.25	1.015	222.29	$744.63	$751.93	$921.87	n/a	
04112	01	A0435	1.00	1.015	8.56	$8.56	$12.84	n/a	$12.84	
04112	01	A0436	1.00	1.015	22.84	$22.84	$34.26	n/a	$34.26	
04212	05	A0425	1.00	0.92	7.15	$7.29	$7.36	n/a	$11.04	
04212	05	A0426	1.20	0.92	222.29	$256.85	$259.36	$317.98	n/a	
04212	05	A0427	1.90	0.92	222.29	$406.67	$410.66	$503.47	n/a	
04212	05	A0428	1.00	0.92	222.29	$214.04	$216.14	$264.99	n/a	
04212	05	A0429	1.60	0.92	222.29	$342.46	$345.82	$423.98	n/a	
04212	05	A0430	1.00	0.92	3016.51	"$2,895.85"	"$4,343.77"	n/a	"$4,343.77"	
04212	05	A0431	1.00	0.92	3507.14	"$3,366.85"	"$5,050.28"	n/a	"$5,050.28"	
04212	05	A0432	1.75	0.92	222.29	$374.57	$378.24	n/a	n/a	
04212	05	A0433	2.75	0.92	222.29	$588.61	$594.38	$728.71	n/a	
04212	05	A0434	3.25	0.92	222.29	$695.63	$702.45	$861.20	n/a	
04212	05	A0435	1.00	0.92	8.56	$8.56	$12.84	n/a	$12.84	
04212	05	A0436	1.00	0.92	22.84	$22.84	$34.26	n/a	$34.26	
04312	00	A0425	1.00	0.882	7.15	$7.29	$7.36	n/a	$11.04	
04312	00	A0426	1.20	0.882	222.29	$249.61	$252.06	$309.03	n/a	
04312	00	A0427	1.90	0.882	222.29	$395.21	$399.09	$489.28	n/a	
04312	00	A0428	1.00	0.882	222.29	$208.01	$210.05	$257.52	n/a	
04312	00	A0429	1.60	0.882	222.29	$332.81	$336.07	$412.02	n/a	
04312	00	A0430	1.00	0.882	3016.51	"$2,838.54"	"$4,257.80"	n/a	"$4,257.80"	
04312	00	A0431	1.00	0.882	3507.14	"$3,300.22"	"$4,950.33"	n/a	"$4,950.33"	
04312	00	A0432	1.75	0.882	222.29	$364.01	$367.58	n/a	n/a	
04312	00	A0433	2.75	0.882	222.29	$572.02	$577.63	$708.17	n/a	
04312	00	A0434	3.25	0.882	222.29	$676.02	$682.65	$836.93	n/a	
04312	00	A0435	1.00	0.882	8.56	$8.56	$12.84	n/a	$12.84	
04312	00	A0436	1.00	0.882	22.84	$22.84	$34.26	n/a	$34.26	
04412	09	A0425	1.00	0.994	7.15	$7.29	$7.36	n/a	$11.04	
04412	09	A0426	1.20	0.994	222.29	$270.94	$273.60	$335.43	n/a	
04412	09	A0427	1.90	0.994	222.29	$428.99	$433.19	$531.09	n/a	
04412	09	A0428	1.00	0.994	222.29	$225.78	$228.00	$279.53	n/a	
04412	09	A0429	1.60	0.994	222.29	$361.25	$364.80	$447.24	n/a	
04412	09	A0430	1.00	0.994	3016.51	"$3,007.46"	"$4,511.19"	n/a	"$4,511.19"	
04412	09	A0431	1.00	0.994	3507.14	"$3,496.62"	"$5,244.93"	n/a	"$5,244.93"	
04412	09	A0432	1.75	0.994	222.29	$395.12	$398.99	n/a	n/a	
04412	09	A0433	2.75	0.994	222.29	$620.90	$626.99	$768.69	n/a	
04412	09	A0434	3.25	0.994	222.29	$733.80	$740.99	$908.45	n/a	
04412	09	A0435	1.00	0.994	8.56	$8.56	$12.84	n/a	$12.84	
04412	09	A0436	1.00	0.994	22.84	$22.84	$34.26	n/a	$34.26	
04412	11	A0425	1.00	1.012	7.15	$7.29	$7.36	n/a	$11.04	
04412	11	A0426	1.20	1.012	222.29	$274.37	$277.06	$339.68	n/a	
04412	11	A0427	1.90	1.012	222.29	$434.42	$438.68	$537.82	n/a	
04412	11	A0428	1.00	1.012	222.29	$228.64	$230.88	$283.06	n/a	
04412	11	A0429	1.60	1.012	222.29	$365.82	$369.41	$452.90	n/a	
04412	11	A0430	1.00	1.012	3016.51	"$3,034.61"	"$4,551.91"	n/a	"$4,551.91"	
04412	11	A0431	1.00	1.012	3507.14	"$3,528.18"	"$5,292.27"	n/a	"$5,292.27"	
04412	11	A0432	1.75	1.012	222.29	$400.12	$404.04	n/a	n/a	
04412	11	A0433	2.75	1.012	222.29	$628.76	$634.93	$778.42	n/a	
04412	11	A0434	3.25	1.012	222.29	$743.08	$750.37	$919.95	n/a	
04412	11	A0435	1.00	1.012	8.56	$8.56	$12.84	n/a	$12.84	
04412	11	A0436	1.00	1.012	22.84	$22.84	$34.26	n/a	$34.26	
04412	15	A0425	1.00	1.012	7.15	$7.29	$7.36	n/a	$11.04	
04412	15	A0426	1.20	1.012	222.29	$274.37	$277.06	$339.68	n/a	
04412	15	A0427	1.90	1.012	222.29	$434.42	$438.68	$537.82	n/a	
04412	15	A0428	1.00	1.012	222.29	$228.64	$230.88	$283.06	n/a	
04412	15	A0429	1.60	1.012	222.29	$365.82	$369.41	$452.90	n/a	
04412	15	A0430	1.00	1.012	3016.51	"$3,034.61"	"$4,551.91"	n/a	"$4,551.91"	
04412	15	A0431	1.00	1.012	3507.14	"$3,528.18"	"$5,292.27"	n/a	"$5,292.27"	
04412	15	A0432	1.75	1.012	222.29	$400.12	$404.04	n/a	n/a	
04412	15	A0433	2.75	1.012	222.29	$628.76	$634.93	$778.42	n/a	
04412	15	A0434	3.25	1.012	222.29	$743.08	$750.37	$919.95	n/a	
04412	15	A0435	1.00	1.012	8.56	$8.56	$12.84	n/a	$12.84	
04412	15	A0436	1.00	1.012	22.84	$22.84	$34.26	n/a	$34.26	
04412	18	A0425	1.00	1.009	7.15	$7.29	$7.36	n/a	$11.04	
04412	18	A0426	1.20	1.009	222.29	$273.80	$276.48	$338.96	n/a	
04412	18	A0427	1.90	1.009	222.29	$433.51	$437.76	$536.69	n/a	
04412	18	A0428	1.00	1.009	222.29	$228.16	$230.40	$282.47	n/a	
04412	18	A0429	1.60	1.009	222.29	$365.06	$368.64	$451.95	n/a	
04412	18	A0430	1.00	1.009	3016.51	"$3,030.08"	"$4,545.13"	n/a	"$4,545.13"	
04412	18	A0431	1.00	1.009	3507.14	"$3,522.92"	"$5,284.38"	n/a	"$5,284.38"	
04412	18	A0432	1.75	1.009	222.29	$399.29	$403.20	n/a	n/a	
04412	18	A0433	2.75	1.009	222.29	$627.45	$633.60	$776.79	n/a	
04412	18	A0434	3.25	1.009	222.29	$741.53	$748.80	$918.03	n/a	
04412	18	A0435	1.00	1.009	8.56	$8.56	$12.84	n/a	$12.84	
04412	18	A0436	1.00	1.009	22.84	$22.84	$34.26	n/a	$34.26	
04412	20	A0425	1.00	0.913	7.15	$7.29	$7.36	n/a	$11.04	
04412	20	A0426	1.20	0.913	222.29	$255.51	$258.02	$316.33	n/a	
